"ENSEMBL","SYMBOL","sexBias","KDM5C_binding","Promo_CGI","seqnames","start","end","gene_name","TSS","pvalue","qvalue","meth.diff"
"ENSMUSG00000043621","Ubxn10","XY","Unbound","no","chr4",138736668,138737667,"Ubxn10",138737167,0.75925882392909,0.653654377503179,-0.709745762711866
"ENSMUSG00000043629","1700019D03Rik","XY","Bound","CGI","chr1",53019680,53020679,"1700019D03Rik",53020179,0.0948115906745932,0.193969472246323,5.69623904014768
"ENSMUSG00000043648","Pld6","XY","Bound","CGI","chr11",59787146,59788145,"Pld6",59787645,0.164387881879068,0.282526410181346,-2.66740950647914
"ENSMUSG00000043773","1700048O20Rik","unbiased","Bound","no","chr9",121936724,121937723,"1700048O20Rik",121937223,0.0240991146060794,0.0694061627681617,9.60410557184751
"ENSMUSG00000043913","Ccdc60","XY","Unbound","no","chr5",116288486,116289485,"Ccdc60",116288985,0.895166715905409,0.704691470290408,0.389484527285255
"ENSMUSG00000043945","Adam6a","XY","Unbound","no","chr12",113543409,113544408,"Adam6a",113543908,0.911565675464071,0.712003231318655,-0.310468259186214
"ENSMUSG00000044042","Fmn1","XY","Unbound","CGI","chr2",113327237,113328236,"Fmn1",113327736,0.499356859968024,0.536020027585156,1.2351985140469
"ENSMUSG00000044056","Efcab9","XY","Unbound","no","chr11",32531582,32532581,"Efcab9",32532081,7.56912093214239e-10,1.68493947445671e-08,17.0122142186032
"ENSMUSG00000044083","Efcab8","XY","Bound","no","chr2",153779432,153780431,"Efcab8",153779931,3.7206025729479e-06,3.5861603056551e-05,-26.4109697933227
"ENSMUSG00000044122","Proca1","XY","Unbound","no","chr11",78192893,78193892,"Proca1",78193392,0.852167122223896,0.689461008473563,0.760368663594468
"ENSMUSG00000044186","Nkx2-6","XY","Unbound","no","chr14",69171303,69172302,"Nkx2-6",69171802,0.376201349732702,0.453844208944398,-2.89999538511237
"ENSMUSG00000044276","4933427E11Rik","XY","Unbound","no","chr15",74708662,74709661,"4933427E11Rik",74709161,0.518989517062983,0.547415207377028,-0.587030569568404
"ENSMUSG00000044303","Cdkn2a","unbiased","Bound","CGI","chr4",89294154,89295153,"Cdkn2a",89294653,0.176208660763699,0.292938099376769,-1.8770487300163
"ENSMUSG00000044320","1700001O22Rik","XY","Bound","CGI","chr2",30803162,30804161,"1700001O22Rik",30803661,0.70990033852726,0.630314304815327,-1.75300889586604
"ENSMUSG00000044362","Ccdc89","XY","Unbound","no","chr7",90426078,90427077,"Ccdc89",90426577,1.49794812675014e-08,2.54637426284653e-07,-14.3336207722526
"ENSMUSG00000044477","Zfand3","unbiased","Bound","CGI","chr17",30004234,30005233,"Zfand3",30004733,0.792747800305085,0.668934255882278,-0.33480825958702
"ENSMUSG00000044518","Foxe3","XY","Bound","CGI","chr4",114925514,114926513,"Foxe3",114926013,0.285556439816291,0.388618412206431,-1.5751600657261
"ENSMUSG00000044526","Znrf4","XY","Bound","CGI","chr17",56511932,56512931,"Znrf4",56512431,4.12830424533993e-05,0.000321646330764869,9.12597871579175
"ENSMUSG00000044566","Cage1","XY","Bound","CGI","chr13",38036570,38037569,"Cage1",38037069,0.200600741995419,0.314683829555556,-1.13391625732901
"ENSMUSG00000044595","Dnd1","unbiased","Unbound","no","chr18",36765715,36766714,"Dnd1",36766214,0.000665760182147666,0.00361890782590957,-12.1168742641135
"ENSMUSG00000044624","Gm4922","XY","Unbound","no","chr10",18786294,18787293,"Gm4922",18786793,0.712659845898992,0.631564893833222,1.1511942871214
"ENSMUSG00000044664","Prss42","XY","Unbound","no","chr9",110797667,110798666,"Prss42",110798166,0.00184001532370546,0.00940066337485114,-4.52100615466952
"ENSMUSG00000044854","1700056E22Rik","XY","Bound","no","chr1",184033802,184034801,"1700056E22Rik",184034301,0.014402868197306,0.0464343253341222,2.8125
"ENSMUSG00000044916","1700029I15Rik","XY","Unbound","no","chr2",92382039,92383038,"1700029I15Rik",92382538,1,0.74676477232388,0
"ENSMUSG00000045004","Spata21","XY","Unbound","no","chr4",141087834,141088833,"Spata21",141088333,0.868595756239277,0.693503982588547,-0.784313725490193
"ENSMUSG00000045031","Cetn4","XY","Unbound","no","chr3",37312209,37313208,"Cetn4",37312708,0.000843631504066441,0.00448155027642275,7.12260075874244
"ENSMUSG00000045036","Tmem232","XY","Unbound","no","chr17",65540283,65541282,"Tmem232",65540782,0.200189740115472,0.314566884731146,-3.33559405635366
"ENSMUSG00000045211","Nudt18","XY","Bound","CGI","chr14",70577138,70578137,"Nudt18",70577637,0.0385076856643629,0.101900527760929,3.0407549162345
"ENSMUSG00000045248","Med26","unbiased","Unbound","CGI","chr8",72547771,72548770,"Med26",72548270,0.768152480816273,0.657075731000346,0.28227469581357
"ENSMUSG00000045257","Morn2","XY","Unbound","no","chr17",80289704,80290703,"Morn2",80290203,0.855728417054941,0.689501792248603,0.270697044890594
"ENSMUSG00000045275","Lca5l","XY","Bound","CGI","chr16",96191772,96192771,"Lca5l",96192271,0.941344625623496,0.722983774877061,0.0785860388596946
"ENSMUSG00000045336","Hsfy2","XY","Unbound","no","chr1",56636936,56637935,"Hsfy2",56637435,0.805049894685094,0.671774600816979,-0.784777801999315
"ENSMUSG00000045378","Pxt1","XY","Unbound","no","chr17",28943341,28944340,"Pxt1",28943840,0.372236189536073,0.45090075609882,-1.79996603837664
"ENSMUSG00000045463","Slco6b1","XY","Unbound","no","chr1",96997078,96998077,"Slco6b1",96997577,0.00794462880455881,0.029984956854468,5.21881287726359
"ENSMUSG00000045467","Ttll13","XY","Unbound","CGI","chr7",80245877,80246876,"Ttll13",80246376,0.0141814955897961,0.0460381324281541,3.97067047784751
"ENSMUSG00000045521","Tssk2","XY","Unbound","CGI","chr16",17898138,17899137,"Tssk2",17898637,0.426441574398299,0.492832304832087,0.88593770647265
"ENSMUSG00000045620","Odf3l1","XY","Unbound","no","chr9",56864180,56865179,"Odf3l1",56864679,0.0118245499430367,0.0410979814024063,-9.04382840328326
"ENSMUSG00000045631","Tmprss12","XY","Unbound","CGI","chr15",100280338,100281337,"Tmprss12",100280837,0.0930832417885799,0.191270615161527,-3.24249757099122
"ENSMUSG00000045693","Nlrp4e","unbiased","Unbound","no","chr7",23300693,23301692,"Nlrp4e",23301192,5.70651451694767e-08,8.33641072740969e-07,-64.4705882352941
"ENSMUSG00000045835","Hdgfl1","XY","Unbound","no","chr13",26769666,26770665,"Hdgfl1",26770165,1.72448466626873e-07,2.27085361658606e-06,-14.3712446810785
"ENSMUSG00000045915","Ccdc42","XY","Unbound","no","chr11",68586522,68587521,"Ccdc42",68587021,0.00438353219447839,0.0192412263442368,-11.170182998489
"ENSMUSG00000045942","BC049762","XY","Unbound","no","chr11",51262547,51263546,"BC049762",51263046,2.55785601943858e-08,4.05333253140277e-07,-7.51781920702047
"ENSMUSG00000045989","4930451I11Rik","XY","Unbound","no","chr7",126831140,126832139,"4930451I11Rik",126831639,0.00721645106032651,0.0277655031859261,12.2911177680731
"ENSMUSG00000046000","Naa11","XY","Unbound","CGI","chr5",97391880,97392879,"Naa11",97392379,1.07885014135998e-40,1.44095770684387e-38,-42.4533134634192
"ENSMUSG00000046173","Pabpc6","XY","Unbound","CGI","chr17",9669218,9670217,"Pabpc6",9669717,7.47052997136547e-10,1.68493947445671e-08,-16.5276339239892
"ENSMUSG00000046192","Iqub","XY","Unbound","no","chr6",24514568,24515567,"Iqub",24515067,0.462019455038064,0.513632409208895,3.69600927625858
"ENSMUSG00000046196","Ttc39d","XY","Unbound","no","chr17",80206961,80207960,"Ttc39d",80207460,0.359807024863312,0.442051768955631,1.45757510882752
"ENSMUSG00000046258","Adam29","XY","Unbound","no","chr8",55906449,55907448,"Adam29",55906948,0.0861736789541229,0.181459544180399,11.9909502262443
"ENSMUSG00000046323","Dppa3","unbiased","Unbound","no","chr6",122625911,122626910,"Dppa3",122626410,4.51782847990848e-05,0.000349086070707346,-17.296880167567
"ENSMUSG00000046337","Fam178b","XY","Bound","CGI","chr1",36682684,36683683,"Fam178b",36683183,4.31331458479565e-46,8.06546258522599e-44,-29.8009367681499
"ENSMUSG00000046338","Gpat2","unbiased","Bound","no","chr2",127424700,127425699,"Gpat2",127425199,4.85995288075727e-11,1.22805688955199e-09,-18.728483202663
"ENSMUSG00000046408","1700067K01Rik","XY","Bound","CGI","chr8",84001003,84002002,"1700067K01Rik",84001502,0.183887826003977,0.297449532958095,-2.56182675266199
"ENSMUSG00000046615","Actrt1","XY","Unbound","no","chrX",46328508,46329507,"Actrt1",46329007,0.122225744424716,0.230392939555876,7.95454545454546
"ENSMUSG00000046637","Ttc34","XY","Bound","CGI","chr4",154836960,154837959,"Ttc34",154837459,1.11188572153873e-07,1.57508635423363e-06,-41.3412563667233
"ENSMUSG00000046717","Igbp1b","XY","Unbound","no","chr6",138658045,138659044,"Igbp1b",138658544,0.228243480581335,0.336510610800959,2.40394088669951
"ENSMUSG00000046723","Adam24","XY","Unbound","no","chr8",40674578,40675577,"Adam24",40675077,0.286654151900161,0.389545282767779,-13.8888888888889
"ENSMUSG00000046755","Kif2b","XY","Unbound","no","chr11",91577059,91578058,"Kif2b",91577558,0.674232067970173,0.61620032397602,1.08568075117371
"ENSMUSG00000046826","Fam187b","XY","Unbound","no","chr7",30973291,30974290,"Fam187b",30973790,0.822916533953894,0.678996687964915,0.262222974116055
"ENSMUSG00000046846","Spesp1","XY","Unbound","CGI","chr9",62281709,62282708,"Spesp1",62282208,0.000263700106962786,0.00156041950520877,-8.00738809213386
"ENSMUSG00000046886","Zfp474","XY","Unbound","no","chr18",52615416,52616415,"Zfp474",52615915,0.5580962988798,0.560175274872027,1.18104118104119
"ENSMUSG00000046934","Csl","XY","Unbound","no","chr10",99759159,99760158,"Csl",99759658,0.118775577983643,0.22525185932686,2.46776423869237
"ENSMUSG00000046957","Spz1","XY","Unbound","no","chr13",92575673,92576672,"Spz1",92576172,0.457853641474938,0.512573300984677,-1.76002055498459
"ENSMUSG00000046991","Wdr27","XY","Unbound","no","chr17",14942659,14943658,"Wdr27",14943158,0.663240966031339,0.611876738130051,-0.505516123393915
"ENSMUSG00000047014","Catsperb","XY","Unbound","no","chr12",101404154,101405153,"Catsperb",101404653,0.0791486373966596,0.169580356137763,13.7564322469983
"ENSMUSG00000047104","Pbp2","XY","Unbound","no","chr6",135309906,135310905,"Pbp2",135310405,0.23536038050706,0.341613772656084,-1.99152879414571
"ENSMUSG00000047108","Dnajb7","XY","Unbound","no","chr15",81407800,81408799,"Dnajb7",81408299,0.370790462089577,0.450806703852719,1.21408045977012
"ENSMUSG00000047129","1700113H08Rik","XY","Unbound","CGI","chr10",87057546,87058545,"1700113H08Rik",87058045,0.00472592300738007,0.0204560154116676,9.74109601207923
"ENSMUSG00000047150","1700001C19Rik","XY","Unbound","no","chr17",47436877,47437876,"1700001C19Rik",47437376,0.0149200998463235,0.0477723966298501,-11.3379511483777
"ENSMUSG00000047227","Gm527","unbiased","Unbound","CGI","chr12",64917407,64918406,"Gm527",64917906,0.304074112185657,0.404977119109967,2.36331807164018
"ENSMUSG00000047257","Prss45","XY","Unbound","CGI","chr9",110834089,110835088,"Prss45",110834588,1.67980226185533e-12,5.3291888652586e-11,-16.1289855308639
"ENSMUSG00000047361","Gm973","XY","Unbound","no","chr1",59515765,59516764,"Gm973",59516264,0.0710229595982528,0.157352796697168,4.99888168195035
"ENSMUSG00000047441","Antxrl","XY","Unbound","no","chr14",34052208,34053207,"Antxrl",34052707,2.48466840865115e-06,2.52504290628844e-05,-19.6715927750411
"ENSMUSG00000047446","Arl4a","XY","Bound","CGI","chr12",40037526,40038525,"Arl4a",40038025,0.699328315722505,0.625082844731012,-0.417179424070883
"ENSMUSG00000047515","BC049715","XY","Unbound","CGI","chr6",136827127,136828126,"BC049715",136827626,0.019573144770624,0.0588421280317308,-4.02215215458
"ENSMUSG00000047518","Slfnl1","XY","Unbound","no","chr4",120531732,120532731,"Slfnl1",120532231,0.849722160364454,0.689461008473563,-0.587206396801598
"ENSMUSG00000047619","Ddi1","XY","Unbound","no","chr9",6269347,6270346,"Ddi1",6269846,0.607632005156987,0.583270263179338,-4.24242424242424
"ENSMUSG00000047654","Tssk6","XY","Unbound","no","chr8",69901685,69902684,"Tssk6",69902184,5.86478593874898e-58,1.37081966285507e-55,-18.653883557111
"ENSMUSG00000047669","Msl3l2","XY","Unbound","no","chr10",56106418,56107417,"Msl3l2",56106917,4.67453068476995e-05,0.000358233614987836,-19.3525105680998
"ENSMUSG00000047674","Pdha2","XY","Unbound","CGI","chr3",141211856,141212855,"Pdha2",141212355,0.567269062453201,0.563282427977358,-1.53562653562654
"ENSMUSG00000047751","Utf1","unbiased","Bound","CGI","chr7",139943290,139944289,"Utf1",139943789,0.0608512408185933,0.143306893880086,2.25711035267349
"ENSMUSG00000047938","4930483J18Rik","XY","Unbound","no","chr15",81190275,81191274,"4930483J18Rik",81190774,0.176609591724968,0.292938099376769,-1.18145827488388
"ENSMUSG00000047995","Cypt4","XY","Unbound","no","chr9",24624697,24625696,"Cypt4",24625196,0.143462513468272,0.260963158153102,3.40909090909091
"ENSMUSG00000048003","Catsper4","XY","Unbound","no","chr4",134226884,134227883,"Catsper4",134227383,0.234798993366791,0.341542266798431,-3.45738942826321
"ENSMUSG00000048029","Eno4","XY","Unbound","CGI","chr19",58942926,58943925,"Eno4",58943425,0.471703747673796,0.517628146306809,0.554903763832958
"ENSMUSG00000048206","Dnajb8","XY","Unbound","no","chr6",88221769,88222768,"Dnajb8",88222268,0.587823651948618,0.574880153251809,0.98258223258223
"ENSMUSG00000048230","Fbxo43","XY","Unbound","CGI","chr15",36164385,36165384,"Fbxo43",36164884,0.602390187203789,0.580435637980667,0.58890750191541
"ENSMUSG00000048312","Gm4884","XY","Unbound","no","chr7",41032220,41033219,"Gm4884",41032719,0.00135804899296068,0.00709333642505735,16.6141732283465
"ENSMUSG00000048400","Prss54","XY","Unbound","no","chr8",95575841,95576840,"Prss54",95576340,0.175154805412101,0.292430172960753,2.05884804534467
"ENSMUSG00000048439","Nupl2","XY","Unbound","CGI","chr5",24164464,24165463,"Nupl2",24164963,0.00611325831126729,0.0247428042017973,-3.30612371968494
"ENSMUSG00000048500","Defb15","XY","Unbound","no","chr8",21932211,21933210,"Defb15",21932710,0.169359238909174,0.287836569930253,3.50735194927829
"ENSMUSG00000048516","Adam26a","XY","Unbound","no","chr8",43576208,43577207,"Adam26a",43576707,0.886558160012456,0.701851908507198,-0.735930735930734
"ENSMUSG00000048520","Fbxl13","XY","Unbound","no","chr5",21645135,21646134,"Fbxl13",21645634,0.384007913148937,0.460883189287816,-2.39394334943219
"ENSMUSG00000048573","Cypt3","XY","Unbound","no","chrX",153558094,153559093,"Cypt3",153558593,0.0679004175140244,0.152604473705762,-9.43842090631082
"ENSMUSG00000048602","Morc2b","XY","Unbound","no","chr17",33139184,33140183,"Morc2b",33139683,1.91911112554385e-06,1.99363553064354e-05,-13.4516876294883
"ENSMUSG00000048626","Klf17","XY","Unbound","no","chr4",117765149,117766148,"Klf17",117765648,0.149692568676495,0.265245968207694,-6.17280516301324
"ENSMUSG00000048686","Hmgb4","XY","Unbound","no","chr4",128260458,128261457,"Hmgb4",128260957,0.835360628903482,0.681518322944158,0.65094479988097
"ENSMUSG00000048696","Mex3d","XY","Unbound","CGI","chr10",80387160,80388159,"Mex3d",80387659,0.523599241143272,0.54927539765179,1.16037219485495
"ENSMUSG00000048707","Tprn","XY","Bound","CGI","chr2",25262119,25263118,"Tprn",25262618,0.862938837268373,0.691477458469389,-0.151830234519947
"ENSMUSG00000048731","Ggnbp1","XY","Bound","no","chr17",27017488,27018487,"Ggnbp1",27017987,0.0685980570589136,0.153594365211832,-2.60195806123314
"ENSMUSG00000048772","Tmem53","XY","Unbound","no","chr4",117251452,117252451,"Tmem53",117251951,0.00618491145113702,0.0248179392169439,-4.20976516109259
"ENSMUSG00000048787","Dcun1d3","unbiased","Bound","CGI","chr7",119895799,119896798,"Dcun1d3",119896298,0.177132052487934,0.293114200022941,-1.6790641490241
"ENSMUSG00000048827","Pkd1l3","XY","Unbound","no","chr8",109614018,109615017,"Pkd1l3",109614517,0.00802260228968176,0.0300029118356746,7.29863878047786
"ENSMUSG00000049008","BB014433","XY","Unbound","no","chr8",15045579,15046578,"BB014433",15046078,0.948050274846697,0.725351166656834,-0.119020253875823
"ENSMUSG00000049013","Prss48","unbiased","Unbound","no","chr3",86001992,86002991,"Prss48",86002491,5.53609247453066e-05,0.000420810314069606,-14.1865016730854
"ENSMUSG00000049123","Catsperg2","XY","Unbound","no","chr7",29726533,29727532,"Catsperg2",29727032,0.537408826844889,0.552720152708514,-2.05813842177478
"ENSMUSG00000049291","Prss38","XY","Unbound","no","chr11",59375158,59376157,"Prss38",59375657,0.0662260679006245,0.15043162988718,-3.78581980986321
"ENSMUSG00000049353","Rd3","XY","Unbound","no","chr1",191976871,191977870,"Rd3",191977370,0.149172441399059,0.265149617388656,5.49915397631133
"ENSMUSG00000049387","Cox7b2","XY","Unbound","no","chr5",71547706,71548705,"Cox7b2",71548205,0.00407492573767535,0.0180561600018781,-6.21769443442722
"ENSMUSG00000049491","Slc36a3","XY","Unbound","no","chr11",55151209,55152208,"Slc36a3",55151708,0.0750445512738385,0.16354980259251,4.70689100846641
"ENSMUSG00000049526","Tmem202","XY","Unbound","no","chr9",59539348,59540347,"Tmem202",59539847,6.39772971490807e-07,7.20669176599602e-06,-6.98848014478126
"ENSMUSG00000049565","Aknad1","XY","Unbound","no","chr3",108739159,108740158,"Aknad1",108739658,0.879715336995679,0.698801537827899,-0.293718730632075
"ENSMUSG00000049653","Spatc1","XY","Unbound","no","chr15",76267590,76268589,"Spatc1",76268089,0.33496732065301,0.427229250508717,1.55784998481627
"ENSMUSG00000049676","Catsperg1","XY","Unbound","no","chr7",29213536,29214535,"Catsperg1",29214035,0.195910840384331,0.31045210385163,-3.74992589079267
"ENSMUSG00000049694","BC048671","XY","Unbound","no","chr6",90300720,90301719,"BC048671",90301219,0.927993888480346,0.71805415365934,-0.343406593406603
"ENSMUSG00000049719","Prss46","XY","Unbound","no","chr9",110844007,110845006,"Prss46",110844506,0.0140461386120445,0.0460381324281541,-5.05878456698129
"ENSMUSG00000049792","Bag5","XY","Unbound","no","chr12",111712758,111713757,"Bag5",111713257,0.101810192360147,0.202526357293258,1.18052258035923
"ENSMUSG00000049811","Fam161a","XY","Unbound","CGI","chr11",23007032,23008031,"Fam161a",23007531,0.714865726933405,0.632199631133836,0.688218817467515
"ENSMUSG00000049815","4921511C20Rik","XY","Unbound","no","chrX",127393794,127394793,"4921511C20Rik",127394293,0.307044519197291,0.406616314660792,-4.2838874680307
"ENSMUSG00000049902","4921517D22Rik","unbiased","Unbound","no","chr13",59693609,59694608,"4921517D22Rik",59694108,0.8630992351917,0.691477458469389,-0.536585365853659
"ENSMUSG00000049908","Gja8","unbiased","Unbound","no","chr3",96925521,96926520,"Gja8",96926020,0.460304209773854,0.513331613799053,-1.79236691779121
"ENSMUSG00000049916","2610318N02Rik","XY","Unbound","no","chr16",17124668,17125667,"2610318N02Rik",17125167,0.145039851230324,0.261785590068228,-1.8913153210043
"ENSMUSG00000050035","Fhl4","XY","Unbound","no","chr10",85101996,85102995,"Fhl4",85102495,0.758274357372242,0.653408504569892,-0.518810394971386
"ENSMUSG00000050050","Ccdc158","XY","Bound","CGI","chr5",92674772,92675771,"Ccdc158",92675271,0.00277905689312561,0.0134625794749415,-13.8009542475896
"ENSMUSG00000050058","Prm3","XY","Unbound","no","chr16",10790415,10791414,"Prm3",10790914,0.0558793131101434,0.135890309203378,-4.54588294429957
"ENSMUSG00000050089","Akap4","XY","Unbound","no","chrX",7067020,7068019,"Akap4",7067519,0.561386142566758,0.562559153766814,6.31313131313131
"ENSMUSG00000050197","Rhox13","unbiased","Unbound","CGI","chrX",38120720,38121719,"Rhox13",38121219,0.00231868082400971,0.0115311141774307,-11.8482966309053
"ENSMUSG00000050304","Slc25a2","XY","Unbound","no","chr18",37638246,37639245,"Slc25a2",37638745,0.227923742793977,0.336510610800959,3.54898452459428
"ENSMUSG00000050439","Enthd1","XY","Unbound","no","chr15",80564657,80565656,"Enthd1",80565156,0.0973280944312898,0.197390136080111,2.94630548045763
"ENSMUSG00000050553","Gk2","XY","Unbound","no","chr5",97456522,97457521,"Gk2",97457021,0.828749243448333,0.678996687964915,-0.391586627380458
"ENSMUSG00000050612","Txndc2","XY","Unbound","no","chr17",65641669,65642668,"Txndc2",65642168,0.0389195952061219,0.102418515788964,3.63598297159607
"ENSMUSG00000050641","BC048562","XY","Unbound","no","chr9",108435983,108436982,"BC048562",108436482,0.0584411294753389,0.139878136014338,5.59193819999465
"ENSMUSG00000050677","Ccdc96","XY","Unbound","no","chr5",36484089,36485088,"Ccdc96",36484588,0.935894899193002,0.720769739148524,0.0686256359840917
"ENSMUSG00000050685","Ccdc54","XY","Unbound","no","chr16",50590655,50591654,"Ccdc54",50591154,0.000525995411170155,0.00292725680963863,9.27103582338239
"ENSMUSG00000050844","1700020N01Rik","XY","Unbound","no","chr10",21592646,21593645,"1700020N01Rik",21593145,0.135281082958076,0.249469388930719,2.40960261405514
"ENSMUSG00000050860","Phospho1","XY","Bound","CGI","chr11",95824000,95824999,"Phospho1",95824499,0.479512804557945,0.523595362684783,0.76555023923445
"ENSMUSG00000050944","Efcab5","XY","Unbound","no","chr11",77188469,77189468,"Efcab5",77188968,0.0794577704448928,0.16960959440015,2.93178519593614
"ENSMUSG00000050945","Zfp438","unbiased","Bound","CGI","chr18",5334308,5335307,"Zfp438",5334807,0.10803578984589,0.211756828412757,2.71793832760356
"ENSMUSG00000050957","Insl6","XY","Unbound","no","chr19",29324857,29325856,"Insl6",29325356,0.0151843081746433,0.0484524275052569,-9.46470271241243
"ENSMUSG00000050966","Lin28a","unbiased","Unbound","no","chr4",134018342,134019341,"Lin28a",134018841,0.316490474006452,0.413271800040027,1.57604412923562
"ENSMUSG00000050996","Cetn1","XY","Unbound","no","chr18",9618979,9619978,"Cetn1",9619478,0.00816209105630739,0.0301626202008949,3.72080391091798
"ENSMUSG00000051036","Ttc24","XY","Unbound","no","chr3",88077805,88078804,"Ttc24",88078304,0.471664965616475,0.517628146306809,-4.84126984126985
"ENSMUSG00000051038","Rhox11","unbiased","Unbound","no","chrX",38084642,38085641,"Rhox11",38085141,0.675584816596948,0.616833674875845,-1.57089862972216
"ENSMUSG00000051056","Gja10","XX","Unbound","no","chr4",32602261,32603260,"Gja10",32602760,0.0767334648133571,0.16684166086738,5.71314045884322
"ENSMUSG00000051176","Zfp42","unbiased","Unbound","no","chr8",43306481,43307480,"Zfp42",43306980,0.521364687578349,0.548312318713026,4.84295845997974
"ENSMUSG00000051257","Trap1a","unbiased","Unbound","no","chrX",139333184,139334183,"Trap1a",139333683,7.34835663721094e-15,2.74813693066766e-13,-33.9905155001317
"ENSMUSG00000051276","Actrt2","XY","Unbound","no","chr4",154667368,154668367,"Actrt2",154667867,0.221003306067896,0.33380764037213,1.84215514381841
"ENSMUSG00000051435","Fhad1","XY","Unbound","no","chr4",142014583,142015582,"Fhad1",142015082,0.986017389971531,0.741654433439505,-0.0574128145402059
"ENSMUSG00000051437","Ubqlnl","XY","Unbound","no","chr7",104150057,104151056,"Ubqlnl",104150556,0.469440747691639,0.517574752314873,1.92684610075915
"ENSMUSG00000051582","Otud6a","unbiased","Unbound","CGI","chrX",100428514,100429513,"Otud6a",100429013,1.70999253779365e-12,5.3291888652586e-11,-25.1942286348502
"ENSMUSG00000051586","Mical3","unbiased","Unbound","CGI","chr6",121130500,121131499,"Mical3",121130999,0.684257079351615,0.621716045437717,0.883930274788558
"ENSMUSG00000051611","Olfr112","XY","Unbound","no","chr17",37568952,37569951,"Olfr112",37569451,1,0.74676477232388,0
"ENSMUSG00000051618","Ubqln3","XY","Unbound","no","chr7",104142780,104143779,"Ubqln3",104143279,0.846262720673236,0.688610011564865,-0.811044003451256
"ENSMUSG00000051648","Kctd19","XY","Unbound","no","chr8",105413003,105414002,"Kctd19",105413502,0.911316356810327,0.712003231318655,0.31914165440296
"ENSMUSG00000051732","Pabpc2","XY","Unbound","no","chr18",39772998,39773997,"Pabpc2",39773497,0.264431709409182,0.369000437553354,1.84693232131562
"ENSMUSG00000051769","Wfdc15a","XY","Unbound","no","chr2",164199631,164200630,"Wfdc15a",164200130,0.801424516117939,0.670207018411997,-0.410375439687971
"ENSMUSG00000051804","Adam6b","XY","Unbound","no","chr12",113489012,113490011,"Adam6b",113489511,0.00795560326842011,0.029984956854468,13.9285714285714
"ENSMUSG00000051827","Rhox2a","unbiased","Unbound","no","chrX",37244477,37245476,"Rhox2a",37244976,0.311536347749522,0.410819112816398,2.94117647058824
"ENSMUSG00000051860","Samd7","XY","Unbound","no","chr3",30745794,30746793,"Samd7",30746293,0.576664130146711,0.56850170393497,1.16666666666666
"ENSMUSG00000051900","Abca16","XY","Unbound","no","chr7",120409148,120410147,"Abca16",120409647,0.00681289103247431,0.0265404542914909,-8.74710892988096
"ENSMUSG00000051956","Rnf133","XY","Unbound","no","chr6",23649806,23650805,"Rnf133",23650305,0.50188471949325,0.537499272638127,-1.38754992425286
"ENSMUSG00000051965","Nanos2","XY","Unbound","no","chr7",18986901,18987900,"Nanos2",18987400,0.873138346952919,0.695349451877914,-0.588533739218666
"ENSMUSG00000052075","1700029F12Rik","XY","Unbound","no","chr13",97033863,97034862,"1700029F12Rik",97034362,0.801116638671429,0.670207018411997,-1.16302588996764
"ENSMUSG00000052099","Prss51","XY","Unbound","no","chr14",64085735,64086734,"Prss51",64086234,0.148615724313535,0.264663231216178,7.10250201775625
"ENSMUSG00000052363","Zdhhc19","XY","Unbound","no","chr16",32495766,32496765,"Zdhhc19",32496265,0.884097152405417,0.700496767904858,0.686423338393505
"ENSMUSG00000052469","Tcp10c","XY","Unbound","no","chr17",13354073,13355072,"Tcp10c",13354572,0.232749633312144,0.340014300179484,2.62765163628611
"ENSMUSG00000052496","Pkdrej","XY","Unbound","CGI","chr15",85821235,85822234,"Pkdrej",85821734,0.00614870242733065,0.024778992366498,-5.48247451473258
"ENSMUSG00000052525","Spdya","unbiased","Bound","CGI","chr17",71551562,71552561,"Spdya",71552061,0.213378398361605,0.325445392791705,-3.28282828282828
"ENSMUSG00000052549","Arl13a","XY","Unbound","no","chrX",134187002,134188001,"Arl13a",134187501,0.217597374889316,0.32972861548639,4.60812772133526
"ENSMUSG00000052920","Prkg1","XY","Bound","CGI","chr19",31764534,31765533,"Prkg1",31765033,0.317619265955137,0.41416732537097,-1.80828415123831
"ENSMUSG00000052922","Bpi","XY","Unbound","no","chr2",158257595,158258594,"Bpi",158258094,0.56268694396557,0.56294936880405,1.820029563932
"ENSMUSG00000052926","Rnaseh2a","XY","Unbound","CGI","chr8",84969268,84970267,"Rnaseh2a",84969767,0.44564150052918,0.505645990107152,-0.767170339378349
"ENSMUSG00000052955","Cpvl","XY","Unbound","no","chr6",53978172,53979171,"Cpvl",53978671,0.49900168017329,0.536020027585156,1.70804670590993
"ENSMUSG00000053030","Spink2","XY","Unbound","no","chr5",77210972,77211971,"Spink2",77211471,0.0143158097200932,0.0463133531750666,-9.67990373044524
"ENSMUSG00000053111","Fank1","XY","Unbound","no","chr7",133776362,133777361,"Fank1",133776861,4.06297563504072e-08,6.22733937372695e-07,-13.8266670127443
"ENSMUSG00000053121","Gm5129","unbiased","Unbound","no","chr5",29735437,29736436,"Gm5129",29735936,0.22717605885414,0.336510610800959,0.82247579936967
"ENSMUSG00000053153","Spag16","XY","Bound","CGI","chr1",69826471,69827470,"Spag16",69826970,0.00592181027535932,0.0241772643062617,-7.54707014743168
