"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"EpiLC only","GO:0006479","protein methylation","51/3551","206/22893",0.000361279909203892,0.00539522745924865,0.0039975995939847,"ENSMUSG00000010453/ENSMUSG00000025956/ENSMUSG00000026526/ENSMUSG00000026603/ENSMUSG00000019795/ENSMUSG00000019982/ENSMUSG00000020063/ENSMUSG00000020180/ENSMUSG00000036819/ENSMUSG00000017548/ENSMUSG00000049882/ENSMUSG00000015937/ENSMUSG00000071350/ENSMUSG00000022521/ENSMUSG00000039345/ENSMUSG00000044442/ENSMUSG00000022974/ENSMUSG00000022948/ENSMUSG00000013787/ENSMUSG00000023994/ENSMUSG00000002017/ENSMUSG00000024384/ENSMUSG00000024515/ENSMUSG00000026646/ENSMUSG00000026917/ENSMUSG00000038116/ENSMUSG00000070495/ENSMUSG00000049300/ENSMUSG00000014030/ENSMUSG00000028397/ENSMUSG00000032897/ENSMUSG00000002221/ENSMUSG00000057406/ENSMUSG00000029673/ENSMUSG00000029687/ENSMUSG00000029913/ENSMUSG00000046865/ENSMUSG00000003423/ENSMUSG00000030505/ENSMUSG00000030704/ENSMUSG00000031458/ENSMUSG00000054823/ENSMUSG00000037134/ENSMUSG00000031671/ENSMUSG00000060098/ENSMUSG00000004099/ENSMUSG00000032178/ENSMUSG00000020257/ENSMUSG00000006932/ENSMUSG00000073294/ENSMUSG00000031229",51
"EpiLC only","GO:0008213","protein alkylation","51/3551","206/22893",0.000361279909203892,0.00539522745924865,0.0039975995939847,"ENSMUSG00000010453/ENSMUSG00000025956/ENSMUSG00000026526/ENSMUSG00000026603/ENSMUSG00000019795/ENSMUSG00000019982/ENSMUSG00000020063/ENSMUSG00000020180/ENSMUSG00000036819/ENSMUSG00000017548/ENSMUSG00000049882/ENSMUSG00000015937/ENSMUSG00000071350/ENSMUSG00000022521/ENSMUSG00000039345/ENSMUSG00000044442/ENSMUSG00000022974/ENSMUSG00000022948/ENSMUSG00000013787/ENSMUSG00000023994/ENSMUSG00000002017/ENSMUSG00000024384/ENSMUSG00000024515/ENSMUSG00000026646/ENSMUSG00000026917/ENSMUSG00000038116/ENSMUSG00000070495/ENSMUSG00000049300/ENSMUSG00000014030/ENSMUSG00000028397/ENSMUSG00000032897/ENSMUSG00000002221/ENSMUSG00000057406/ENSMUSG00000029673/ENSMUSG00000029687/ENSMUSG00000029913/ENSMUSG00000046865/ENSMUSG00000003423/ENSMUSG00000030505/ENSMUSG00000030704/ENSMUSG00000031458/ENSMUSG00000054823/ENSMUSG00000037134/ENSMUSG00000031671/ENSMUSG00000060098/ENSMUSG00000004099/ENSMUSG00000032178/ENSMUSG00000020257/ENSMUSG00000006932/ENSMUSG00000073294/ENSMUSG00000031229",51
"EpiLC only","GO:0051304","chromosome separation","29/3551","99/22893",0.000371210318998602,0.005530419457043,0.00409777025028692,"ENSMUSG00000042807/ENSMUSG00000019773/ENSMUSG00000019923/ENSMUSG00000020059/ENSMUSG00000020020/ENSMUSG00000069910/ENSMUSG00000039055/ENSMUSG00000041431/ENSMUSG00000017485/ENSMUSG00000063704/ENSMUSG00000058290/ENSMUSG00000116564/ENSMUSG00000024056/ENSMUSG00000005871/ENSMUSG00000024537/ENSMUSG00000040084/ENSMUSG00000014355/ENSMUSG00000074698/ENSMUSG00000073705/ENSMUSG00000015880/ENSMUSG00000043410/ENSMUSG00000029472/ENSMUSG00000029920/ENSMUSG00000066306/ENSMUSG00000038542/ENSMUSG00000038416/ENSMUSG00000034218/ENSMUSG00000032498/ENSMUSG00000009670",29
"EpiLC only","GO:0000271","polysaccharide biosynthetic process","23/3551","72/22893",0.000375385397129647,0.00557943106771471,0.00413408545597595,"ENSMUSG00000079445/ENSMUSG00000055866/ENSMUSG00000055493/ENSMUSG00000028630/ENSMUSG00000020176/ENSMUSG00000051650/ENSMUSG00000006127/ENSMUSG00000020889/ENSMUSG00000021255/ENSMUSG00000072494/ENSMUSG00000039942/ENSMUSG00000000489/ENSMUSG00000067279/ENSMUSG00000028017/ENSMUSG00000040151/ENSMUSG00000055373/ENSMUSG00000029992/ENSMUSG00000048583/ENSMUSG00000005534/ENSMUSG00000038894/ENSMUSG00000046794/ENSMUSG00000069920/ENSMUSG00000031906",23
"EpiLC only","GO:0055076","transition metal ion homeostasis","37/3551","137/22893",0.000382197862282501,0.0056673198308337,0.00419920672962273,"ENSMUSG00000025986/ENSMUSG00000047443/ENSMUSG00000026389/ENSMUSG00000037434/ENSMUSG00000019590/ENSMUSG00000037904/ENSMUSG00000039004/ENSMUSG00000021629/ENSMUSG00000056234/ENSMUSG00000022199/ENSMUSG00000022094/ENSMUSG00000091780/ENSMUSG00000004070/ENSMUSG00000022503/ENSMUSG00000022797/ENSMUSG00000022982/ENSMUSG00000024140/ENSMUSG00000036918/ENSMUSG00000024270/ENSMUSG00000024515/ENSMUSG00000024935/ENSMUSG00000025188/ENSMUSG00000060802/ENSMUSG00000005802/ENSMUSG00000053897/ENSMUSG00000028405/ENSMUSG00000028836/ENSMUSG00000015653/ENSMUSG00000029104/ENSMUSG00000039753/ENSMUSG00000029716/ENSMUSG00000047721/ENSMUSG00000031762/ENSMUSG00000031765/ENSMUSG00000013160/ENSMUSG00000031333/ENSMUSG00000033792",37
"EpiLC only","GO:0045665","negative regulation of neuron differentiation","27/3551","90/22893",0.000383322942712565,0.00567066005862579,0.00420168167500109,"ENSMUSG00000026176/ENSMUSG00000026686/ENSMUSG00000047139/ENSMUSG00000040610/ENSMUSG00000020838/ENSMUSG00000021318/ENSMUSG00000022528/ENSMUSG00000022812/ENSMUSG00000036208/ENSMUSG00000040785/ENSMUSG00000024176/ENSMUSG00000024735/ENSMUSG00000023391/ENSMUSG00000060802/ENSMUSG00000027276/ENSMUSG00000037025/ENSMUSG00000008999/ENSMUSG00000040289/ENSMUSG00000074637/ENSMUSG00000028224/ENSMUSG00000028977/ENSMUSG00000043456/ENSMUSG00000037296/ENSMUSG00000031688/ENSMUSG00000025809/ENSMUSG00000032318/ENSMUSG00000000838",27
"EpiLC only","GO:2001233","regulation of apoptotic signaling pathway","89/3551","407/22893",0.000391113596973016,0.00577236039373289,0.00427703664778084,"ENSMUSG00000025915/ENSMUSG00000026222/ENSMUSG00000026278/ENSMUSG00000026283/ENSMUSG00000057329/ENSMUSG00000037035/ENSMUSG00000026389/ENSMUSG00000023150/ENSMUSG00000010609/ENSMUSG00000026496/ENSMUSG00000039224/ENSMUSG00000019850/ENSMUSG00000019843/ENSMUSG00000020063/ENSMUSG00000033307/ENSMUSG00000020044/ENSMUSG00000045867/ENSMUSG00000057897/ENSMUSG00000071866/ENSMUSG00000035455/ENSMUSG00000060216/ENSMUSG00000000282/ENSMUSG00000020692/ENSMUSG00000018697/ENSMUSG00000020516/ENSMUSG00000048616/ENSMUSG00000057522/ENSMUSG00000078652/ENSMUSG00000025130/ENSMUSG00000021156/ENSMUSG00000052957/ENSMUSG00000021611/ENSMUSG00000021868/ENSMUSG00000021948/ENSMUSG00000021936/ENSMUSG00000021835/ENSMUSG00000022061/ENSMUSG00000022150/ENSMUSG00000022329/ENSMUSG00000022682/ENSMUSG00000022812/ENSMUSG00000022982/ENSMUSG00000045409/ENSMUSG00000024539/ENSMUSG00000024927/ENSMUSG00000040451/ENSMUSG00000117975/ENSMUSG00000026883/ENSMUSG00000015839/ENSMUSG00000056436/ENSMUSG00000002731/ENSMUSG00000027381/ENSMUSG00000042821/ENSMUSG00000069041/ENSMUSG00000027996/ENSMUSG00000028179/ENSMUSG00000028284/ENSMUSG00000051675/ENSMUSG00000036856/ENSMUSG00000063524/ENSMUSG00000028964/ENSMUSG00000095567/ENSMUSG00000029104/ENSMUSG00000039474/ENSMUSG00000029657/ENSMUSG00000029863/ENSMUSG00000031668/ENSMUSG00000004446/ENSMUSG00000030339/ENSMUSG00000030421/ENSMUSG00000003423/ENSMUSG00000030560/ENSMUSG00000059263/ENSMUSG00000031077/ENSMUSG00000031565/ENSMUSG00000062991/ENSMUSG00000036712/ENSMUSG00000004637/ENSMUSG00000053110/ENSMUSG00000032115/ENSMUSG00000032380/ENSMUSG00000032350/ENSMUSG00000032463/ENSMUSG00000032475/ENSMUSG00000032534/ENSMUSG00000006932/ENSMUSG00000038412/ENSMUSG00000031311/ENSMUSG00000040749",89
"EpiLC only","GO:0018206","peptidyl-methionine modification","7/3551","11/22893",0.00039715577255783,0.00583420904116421,0.0043228634696762,"ENSMUSG00000036112/ENSMUSG00000036282/ENSMUSG00000022020/ENSMUSG00000002728/ENSMUSG00000063273/ENSMUSG00000042719/ENSMUSG00000078931",7
"EpiLC only","GO:0071044","histone mRNA catabolic process","7/3551","11/22893",0.00039715577255783,0.00583420904116421,0.0043228634696762,"ENSMUSG00000042167/ENSMUSG00000024234/ENSMUSG00000024472/ENSMUSG00000017264/ENSMUSG00000037296/ENSMUSG00000036779/ENSMUSG00000034218",7
"EpiLC only","GO:0009895","negative regulation of catabolic process","72/3551","316/22893",0.000398568187395993,0.00584134120225477,0.00432814805211414,"ENSMUSG00000025977/ENSMUSG00000026249/ENSMUSG00000057329/ENSMUSG00000026385/ENSMUSG00000042699/ENSMUSG00000028354/ENSMUSG00000010609/ENSMUSG00000026637/ENSMUSG00000019850/ENSMUSG00000019843/ENSMUSG00000020044/ENSMUSG00000020122/ENSMUSG00000018501/ENSMUSG00000018554/ENSMUSG00000010554/ENSMUSG00000020680/ENSMUSG00000018379/ENSMUSG00000051455/ENSMUSG00000021179/ENSMUSG00000041415/ENSMUSG00000007836/ENSMUSG00000042167/ENSMUSG00000021670/ENSMUSG00000022033/ENSMUSG00000033004/ENSMUSG00000039168/ENSMUSG00000022607/ENSMUSG00000035629/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000045409/ENSMUSG00000010592/ENSMUSG00000024120/ENSMUSG00000024283/ENSMUSG00000024515/ENSMUSG00000024927/ENSMUSG00000026883/ENSMUSG00000068290/ENSMUSG00000074698/ENSMUSG00000027510/ENSMUSG00000023087/ENSMUSG00000044288/ENSMUSG00000070934/ENSMUSG00000044303/ENSMUSG00000028546/ENSMUSG00000028655/ENSMUSG00000046694/ENSMUSG00000041459/ENSMUSG00000028964/ENSMUSG00000042010/ENSMUSG00000025889/ENSMUSG00000072872/ENSMUSG00000038028/ENSMUSG00000042797/ENSMUSG00000030655/ENSMUSG00000040028/ENSMUSG00000062991/ENSMUSG00000014907/ENSMUSG00000031652/ENSMUSG00000036779/ENSMUSG00000031774/ENSMUSG00000031823/ENSMUSG00000031918/ENSMUSG00000032402/ENSMUSG00000038664/ENSMUSG00000032265/ENSMUSG00000006676/ENSMUSG00000032481/ENSMUSG00000000838/ENSMUSG00000031328/ENSMUSG00000031403/ENSMUSG00000046032",72
"EpiLC only","GO:0043254","regulation of protein-containing complex assembly","93/3551","429/22893",0.000399686379858382,0.00584413820386896,0.0043302204934712,"ENSMUSG00000067851/ENSMUSG00000026021/ENSMUSG00000025958/ENSMUSG00000006304/ENSMUSG00000026341/ENSMUSG00000041570/ENSMUSG00000026393/ENSMUSG00000010609/ENSMUSG00000026496/ENSMUSG00000038793/ENSMUSG00000039224/ENSMUSG00000019768/ENSMUSG00000019790/ENSMUSG00000047139/ENSMUSG00000020114/ENSMUSG00000018398/ENSMUSG00000035992/ENSMUSG00000037926/ENSMUSG00000041598/ENSMUSG00000025372/ENSMUSG00000019256/ENSMUSG00000046314/ENSMUSG00000044147/ENSMUSG00000021068/ENSMUSG00000044548/ENSMUSG00000041359/ENSMUSG00000021270/ENSMUSG00000021338/ENSMUSG00000021457/ENSMUSG00000034675/ENSMUSG00000034525/ENSMUSG00000021948/ENSMUSG00000021936/ENSMUSG00000022099/ENSMUSG00000022013/ENSMUSG00000055717/ENSMUSG00000039942/ENSMUSG00000022377/ENSMUSG00000063704/ENSMUSG00000016758/ENSMUSG00000022528/ENSMUSG00000022797/ENSMUSG00000022812/ENSMUSG00000024130/ENSMUSG00000036533/ENSMUSG00000045038/ENSMUSG00000024236/ENSMUSG00000024423/ENSMUSG00000034295/ENSMUSG00000005871/ENSMUSG00000026883/ENSMUSG00000027381/ENSMUSG00000027356/ENSMUSG00000027274/ENSMUSG00000068154/ENSMUSG00000027805/ENSMUSG00000061175/ENSMUSG00000028266/ENSMUSG00000028284/ENSMUSG00000028456/ENSMUSG00000015243/ENSMUSG00000028717/ENSMUSG00000050511/ENSMUSG00000028964/ENSMUSG00000045302/ENSMUSG00000029110/ENSMUSG00000036377/ENSMUSG00000029465/ENSMUSG00000062995/ENSMUSG00000009376/ENSMUSG00000025889/ENSMUSG00000004446/ENSMUSG00000030357/ENSMUSG00000030213/ENSMUSG00000002968/ENSMUSG00000003423/ENSMUSG00000066306/ENSMUSG00000031490/ENSMUSG00000062991/ENSMUSG00000031834/ENSMUSG00000039199/ENSMUSG00000034330/ENSMUSG00000031827/ENSMUSG00000014444/ENSMUSG00000057367/ENSMUSG00000031965/ENSMUSG00000034218/ENSMUSG00000032366/ENSMUSG00000032186/ENSMUSG00000033419/ENSMUSG00000032409/ENSMUSG00000032475/ENSMUSG00000025266",93
"EpiLC only","GO:1900180","regulation of protein localization to nucleus","40/3551","152/22893",0.000405914492826352,0.00592146558748071,0.00438751630160257,"ENSMUSG00000004768/ENSMUSG00000026021/ENSMUSG00000026473/ENSMUSG00000026496/ENSMUSG00000055493/ENSMUSG00000019843/ENSMUSG00000020063/ENSMUSG00000018428/ENSMUSG00000002688/ENSMUSG00000021318/ENSMUSG00000021611/ENSMUSG00000021948/ENSMUSG00000021835/ENSMUSG00000114797/ENSMUSG00000037487/ENSMUSG00000022797/ENSMUSG00000022812/ENSMUSG00000053436/ENSMUSG00000061665/ENSMUSG00000015176/ENSMUSG00000017412/ENSMUSG00000014077/ENSMUSG00000037523/ENSMUSG00000027356/ENSMUSG00000044303/ENSMUSG00000042677/ENSMUSG00000041459/ENSMUSG00000028964/ENSMUSG00000029104/ENSMUSG00000029726/ENSMUSG00000001761/ENSMUSG00000031668/ENSMUSG00000005566/ENSMUSG00000030847/ENSMUSG00000070056/ENSMUSG00000031834/ENSMUSG00000000303/ENSMUSG00000053110/ENSMUSG00000034485/ENSMUSG00000031328",40
"EpiLC only","GO:0072006","nephron development","41/3551","157/22893",0.000411149269086667,0.00598106632240336,0.00443167753030472,"ENSMUSG00000057329/ENSMUSG00000026556/ENSMUSG00000047139/ENSMUSG00000052798/ENSMUSG00000070407/ENSMUSG00000047759/ENSMUSG00000048616/ENSMUSG00000038721/ENSMUSG00000018486/ENSMUSG00000019256/ENSMUSG00000051367/ENSMUSG00000021318/ENSMUSG00000060969/ENSMUSG00000078302/ENSMUSG00000021835/ENSMUSG00000022353/ENSMUSG00000000489/ENSMUSG00000022528/ENSMUSG00000024176/ENSMUSG00000024134/ENSMUSG00000042942/ENSMUSG00000024515/ENSMUSG00000016458/ENSMUSG00000074934/ENSMUSG00000027358/ENSMUSG00000027276/ENSMUSG00000008999/ENSMUSG00000040289/ENSMUSG00000046743/ENSMUSG00000027947/ENSMUSG00000027878/ENSMUSG00000040151/ENSMUSG00000036856/ENSMUSG00000001761/ENSMUSG00000051397/ENSMUSG00000030082/ENSMUSG00000030223/ENSMUSG00000042797/ENSMUSG00000053110/ENSMUSG00000006932/ENSMUSG00000055653",41
"EpiLC only","GO:0006414","translational elongation","18/3551","51/22893",0.000411898251971288,0.00598106632240336,0.00443167753030472,"ENSMUSG00000038774/ENSMUSG00000040521/ENSMUSG00000078812/ENSMUSG00000055762/ENSMUSG00000042535/ENSMUSG00000025616/ENSMUSG00000039652/ENSMUSG00000057147/ENSMUSG00000028540/ENSMUSG00000039782/ENSMUSG00000029173/ENSMUSG00000033216/ENSMUSG00000035064/ENSMUSG00000063179/ENSMUSG00000025508/ENSMUSG00000038884/ENSMUSG00000032386/ENSMUSG00000037742",18
"EpiLC only","GO:0071478","cellular response to radiation","45/3551","177/22893",0.000420610263150876,0.00609353075488924,0.00451500817262501,"ENSMUSG00000026196/ENSMUSG00000073616/ENSMUSG00000026525/ENSMUSG00000026496/ENSMUSG00000037461/ENSMUSG00000020063/ENSMUSG00000056758/ENSMUSG00000020413/ENSMUSG00000035455/ENSMUSG00000054364/ENSMUSG00000021116/ENSMUSG00000021264/ENSMUSG00000021215/ENSMUSG00000021948/ENSMUSG00000022033/ENSMUSG00000022248/ENSMUSG00000038984/ENSMUSG00000055762/ENSMUSG00000022521/ENSMUSG00000053436/ENSMUSG00000024423/ENSMUSG00000034659/ENSMUSG00000027323/ENSMUSG00000027342/ENSMUSG00000027804/ENSMUSG00000027996/ENSMUSG00000068696/ENSMUSG00000095567/ENSMUSG00000023353/ENSMUSG00000029110/ENSMUSG00000029238/ENSMUSG00000041147/ENSMUSG00000030346/ENSMUSG00000038644/ENSMUSG00000030523/ENSMUSG00000030528/ENSMUSG00000030726/ENSMUSG00000059263/ENSMUSG00000049717/ENSMUSG00000087408/ENSMUSG00000031652/ENSMUSG00000053110/ENSMUSG00000034218/ENSMUSG00000032409/ENSMUSG00000000838",45
"EpiLC only","GO:0042306","regulation of protein import into nucleus","24/3551","77/22893",0.000425940455496561,0.00615659805169571,0.00456173795408678,"ENSMUSG00000004768/ENSMUSG00000026021/ENSMUSG00000055493/ENSMUSG00000018428/ENSMUSG00000002688/ENSMUSG00000021318/ENSMUSG00000021948/ENSMUSG00000021835/ENSMUSG00000114797/ENSMUSG00000037487/ENSMUSG00000053436/ENSMUSG00000015176/ENSMUSG00000014077/ENSMUSG00000037523/ENSMUSG00000027356/ENSMUSG00000042677/ENSMUSG00000041459/ENSMUSG00000001761/ENSMUSG00000005566/ENSMUSG00000030847/ENSMUSG00000031834/ENSMUSG00000000303/ENSMUSG00000034485/ENSMUSG00000031328",24
"EpiLC only","GO:0032885","regulation of polysaccharide biosynthetic process","15/3551","39/22893",0.000428819311831279,0.00616990708484182,0.0045715992965238,"ENSMUSG00000028630/ENSMUSG00000020176/ENSMUSG00000006127/ENSMUSG00000021255/ENSMUSG00000072494/ENSMUSG00000039942/ENSMUSG00000000489/ENSMUSG00000067279/ENSMUSG00000028017/ENSMUSG00000029992/ENSMUSG00000048583/ENSMUSG00000005534/ENSMUSG00000038894/ENSMUSG00000046794/ENSMUSG00000031906",15
"EpiLC only","GO:2000036","regulation of stem cell population maintenance","15/3551","39/22893",0.000428819311831279,0.00616990708484182,0.0045715992965238,"ENSMUSG00000020166/ENSMUSG00000056758/ENSMUSG00000018486/ENSMUSG00000021067/ENSMUSG00000021255/ENSMUSG00000041359/ENSMUSG00000062397/ENSMUSG00000023994/ENSMUSG00000041057/ENSMUSG00000008999/ENSMUSG00000028717/ENSMUSG00000001761/ENSMUSG00000055320/ENSMUSG00000040028/ENSMUSG00000053110",15
"EpiLC only","GO:0006984","ER-nucleus signaling pathway","16/3551","43/22893",0.000431878013167717,0.00619976136442586,0.00459371985712023,"ENSMUSG00000026278/ENSMUSG00000003721/ENSMUSG00000046062/ENSMUSG00000020538/ENSMUSG00000021116/ENSMUSG00000042406/ENSMUSG00000022812/ENSMUSG00000024539/ENSMUSG00000025198/ENSMUSG00000015839/ENSMUSG00000027381/ENSMUSG00000027810/ENSMUSG00000039474/ENSMUSG00000031668/ENSMUSG00000004446/ENSMUSG00000032475",16
"EpiLC only","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","29/3551","100/22893",0.000446387187989477,0.00639348195161292,0.00473725733474,"ENSMUSG00000042215/ENSMUSG00000055866/ENSMUSG00000073616/ENSMUSG00000023150/ENSMUSG00000010609/ENSMUSG00000019773/ENSMUSG00000019850/ENSMUSG00000019843/ENSMUSG00000020038/ENSMUSG00000020020/ENSMUSG00000071866/ENSMUSG00000023170/ENSMUSG00000060216/ENSMUSG00000034686/ENSMUSG00000037487/ENSMUSG00000045038/ENSMUSG00000024927/ENSMUSG00000040084/ENSMUSG00000014077/ENSMUSG00000044303/ENSMUSG00000028964/ENSMUSG00000030435/ENSMUSG00000030505/ENSMUSG00000048787/ENSMUSG00000034472/ENSMUSG00000031652/ENSMUSG00000032350/ENSMUSG00000006932/ENSMUSG00000025266",29
"EpiLC only","GO:1902115","regulation of organelle assembly","52/3551","213/22893",0.000455195911290282,0.00650486311326838,0.00481978532637234,"ENSMUSG00000006304/ENSMUSG00000009907/ENSMUSG00000039318/ENSMUSG00000020166/ENSMUSG00000018583/ENSMUSG00000025371/ENSMUSG00000020592/ENSMUSG00000063450/ENSMUSG00000021368/ENSMUSG00000021701/ENSMUSG00000042364/ENSMUSG00000021936/ENSMUSG00000040040/ENSMUSG00000034190/ENSMUSG00000042156/ENSMUSG00000022377/ENSMUSG00000063704/ENSMUSG00000022514/ENSMUSG00000022812/ENSMUSG00000043065/ENSMUSG00000022663/ENSMUSG00000052397/ENSMUSG00000024169/ENSMUSG00000013787/ENSMUSG00000024109/ENSMUSG00000024515/ENSMUSG00000026718/ENSMUSG00000026790/ENSMUSG00000027536/ENSMUSG00000025758/ENSMUSG00000028385/ENSMUSG00000028518/ENSMUSG00000029110/ENSMUSG00000029104/ENSMUSG00000034724/ENSMUSG00000029647/ENSMUSG00000063810/ENSMUSG00000058230/ENSMUSG00000014402/ENSMUSG00000066306/ENSMUSG00000030727/ENSMUSG00000011832/ENSMUSG00000008892/ENSMUSG00000036712/ENSMUSG00000047388/ENSMUSG00000053110/ENSMUSG00000046111/ENSMUSG00000032127/ENSMUSG00000032221/ENSMUSG00000032504/ENSMUSG00000031242/ENSMUSG00000050148",52
"EpiLC only","GO:0040013","negative regulation of locomotion","76/3551","339/22893",0.000467518896270384,0.00666527969999863,0.00493864616900131,"ENSMUSG00000026109/ENSMUSG00000026222/ENSMUSG00000044768/ENSMUSG00000057329/ENSMUSG00000039910/ENSMUSG00000033307/ENSMUSG00000020262/ENSMUSG00000020189/ENSMUSG00000020151/ENSMUSG00000025351/ENSMUSG00000020453/ENSMUSG00000020427/ENSMUSG00000017631/ENSMUSG00000048616/ENSMUSG00000025132/ENSMUSG00000054364/ENSMUSG00000062352/ENSMUSG00000001496/ENSMUSG00000021256/ENSMUSG00000044456/ENSMUSG00000010529/ENSMUSG00000034675/ENSMUSG00000048924/ENSMUSG00000025277/ENSMUSG00000035960/ENSMUSG00000022018/ENSMUSG00000051615/ENSMUSG00000039942/ENSMUSG00000032501/ENSMUSG00000022607/ENSMUSG00000063704/ENSMUSG00000000489/ENSMUSG00000006369/ENSMUSG00000054863/ENSMUSG00000041378/ENSMUSG00000052133/ENSMUSG00000022812/ENSMUSG00000022883/ENSMUSG00000024190/ENSMUSG00000001227/ENSMUSG00000024501/ENSMUSG00000071856/ENSMUSG00000024539/ENSMUSG00000052920/ENSMUSG00000026883/ENSMUSG00000026834/ENSMUSG00000015839/ENSMUSG00000025314/ENSMUSG00000074934/ENSMUSG00000027351/ENSMUSG00000051177/ENSMUSG00000027276/ENSMUSG00000051136/ENSMUSG00000027805/ENSMUSG00000027996/ENSMUSG00000074238/ENSMUSG00000003032/ENSMUSG00000036856/ENSMUSG00000039358/ENSMUSG00000016128/ENSMUSG00000002413/ENSMUSG00000038236/ENSMUSG00000051397/ENSMUSG00000035158/ENSMUSG00000074227/ENSMUSG00000040136/ENSMUSG00000030541/ENSMUSG00000030539/ENSMUSG00000062991/ENSMUSG00000031834/ENSMUSG00000036564/ENSMUSG00000000303/ENSMUSG00000001672/ENSMUSG00000032285/ENSMUSG00000032366/ENSMUSG00000036057",76
"EpiLC only","GO:0051236","establishment of RNA localization","40/3551","153/22893",0.000468536798968485,0.00666527969999863,0.00493864616900131,"ENSMUSG00000042699/ENSMUSG00000060244/ENSMUSG00000003226/ENSMUSG00000035351/ENSMUSG00000052798/ENSMUSG00000034667/ENSMUSG00000034274/ENSMUSG00000042650/ENSMUSG00000078812/ENSMUSG00000018379/ENSMUSG00000025134/ENSMUSG00000021179/ENSMUSG00000021374/ENSMUSG00000022602/ENSMUSG00000075600/ENSMUSG00000044986/ENSMUSG00000071172/ENSMUSG00000019432/ENSMUSG00000039316/ENSMUSG00000024120/ENSMUSG00000024384/ENSMUSG00000024986/ENSMUSG00000001855/ENSMUSG00000036992/ENSMUSG00000027509/ENSMUSG00000028790/ENSMUSG00000029104/ENSMUSG00000053293/ENSMUSG00000092035/ENSMUSG00000030091/ENSMUSG00000063550/ENSMUSG00000038542/ENSMUSG00000032939/ENSMUSG00000093904/ENSMUSG00000032101/ENSMUSG00000034908/ENSMUSG00000034218/ENSMUSG00000032409/ENSMUSG00000032440/ENSMUSG00000000838",40
"EpiLC only","GO:0010632","regulation of epithelial cell migration","57/3551","239/22893",0.000471002317496262,0.00668526262356182,0.00495345253772741,"ENSMUSG00000026222/ENSMUSG00000026383/ENSMUSG00000026473/ENSMUSG00000019699/ENSMUSG00000020063/ENSMUSG00000020151/ENSMUSG00000025351/ENSMUSG00000020453/ENSMUSG00000004043/ENSMUSG00000050965/ENSMUSG00000054364/ENSMUSG00000062352/ENSMUSG00000002688/ENSMUSG00000044147/ENSMUSG00000021256/ENSMUSG00000041415/ENSMUSG00000039087/ENSMUSG00000021701/ENSMUSG00000021893/ENSMUSG00000021835/ENSMUSG00000044447/ENSMUSG00000022018/ENSMUSG00000022607/ENSMUSG00000000489/ENSMUSG00000023886/ENSMUSG00000045038/ENSMUSG00000033960/ENSMUSG00000024277/ENSMUSG00000071856/ENSMUSG00000046318/ENSMUSG00000026883/ENSMUSG00000015839/ENSMUSG00000027351/ENSMUSG00000027805/ENSMUSG00000028017/ENSMUSG00000003032/ENSMUSG00000028434/ENSMUSG00000042677/ENSMUSG00000016128/ENSMUSG00000009376/ENSMUSG00000051397/ENSMUSG00000034312/ENSMUSG00000055633/ENSMUSG00000030660/ENSMUSG00000058325/ENSMUSG00000048583/ENSMUSG00000050917/ENSMUSG00000031565/ENSMUSG00000031520/ENSMUSG00000031834/ENSMUSG00000001672/ENSMUSG00000034330/ENSMUSG00000031963/ENSMUSG00000032035/ENSMUSG00000032285/ENSMUSG00000036057/ENSMUSG00000032440",57
"EpiLC only","GO:0000724","double-strand break repair via homologous recombination","41/3551","158/22893",0.000473286432505427,0.00670258673629034,0.00496628885770331,"ENSMUSG00000041859/ENSMUSG00000026048/ENSMUSG00000026107/ENSMUSG00000026355/ENSMUSG00000026496/ENSMUSG00000025374/ENSMUSG00000020413/ENSMUSG00000035455/ENSMUSG00000059474/ENSMUSG00000020608/ENSMUSG00000021264/ENSMUSG00000076430/ENSMUSG00000054051/ENSMUSG00000022429/ENSMUSG00000037991/ENSMUSG00000024054/ENSMUSG00000041238/ENSMUSG00000024943/ENSMUSG00000027323/ENSMUSG00000027353/ENSMUSG00000027639/ENSMUSG00000027569/ENSMUSG00000078773/ENSMUSG00000028224/ENSMUSG00000045751/ENSMUSG00000028863/ENSMUSG00000028884/ENSMUSG00000078521/ENSMUSG00000028933/ENSMUSG00000035266/ENSMUSG00000029283/ENSMUSG00000041147/ENSMUSG00000012483/ENSMUSG00000030166/ENSMUSG00000030346/ENSMUSG00000030243/ENSMUSG00000030528/ENSMUSG00000009628/ENSMUSG00000031928/ENSMUSG00000034218/ENSMUSG00000032344",41
"EpiLC only","GO:0010659","cardiac muscle cell apoptotic process","20/3551","60/22893",0.000477131934288611,0.00672681308699514,0.00498423939833811,"ENSMUSG00000057329/ENSMUSG00000026509/ENSMUSG00000019795/ENSMUSG00000019789/ENSMUSG00000020063/ENSMUSG00000020427/ENSMUSG00000078812/ENSMUSG00000072949/ENSMUSG00000054021/ENSMUSG00000021670/ENSMUSG00000021936/ENSMUSG00000022469/ENSMUSG00000023809/ENSMUSG00000024515/ENSMUSG00000015839/ENSMUSG00000027996/ENSMUSG00000029064/ENSMUSG00000038028/ENSMUSG00000062991/ENSMUSG00000031688",20
