"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr3",89214091,89214366,276,"*","epilc_kdm5c_wt_.merged.bam_peak_3499",32,".",2.57752,6.35734,3.27532,57,"Promoter",3,89209087,89214357,5271,2,"17827","ENSMUST00000118964.8",0,"ENSMUSG00000064068","Mtx1","metaxin 1"
"chr3",89245818,89246260,443,"*","epilc_kdm5c_wt_.merged.bam_peak_3500",120,".",4.09278,15.609,12.0029,243,"Promoter",3,89234177,89245897,11721,2,"360213","ENSMUST00000041022.14",0,"ENSMUSG00000042766","Trim46","tripartite motif-containing 46"
"chr3",89270418,89270848,431,"*","epilc_kdm5c_wt_.merged.bam_peak_3501",133,".",4.21211,16.9924,13.331,227,"Promoter",3,89268246,89270479,2234,2,"19729","ENSMUST00000185119.7",0,"ENSMUSG00000027953","Slc50a1","solute carrier family 50 (sugar transporter), member 1"
"chr3",89772771,89773608,838,"*","epilc_kdm5c_wt_.merged.bam_peak_3504",1426,".",16.0172,148.7,142.684,529,"Promoter",3,89767511,89773240,5730,2,"74034","ENSMUST00000038450.1",0,"ENSMUSG00000042579","4632404H12Rik","RIKEN cDNA 4632404H12 gene"
"chr3",89830995,89831290,296,"*","epilc_kdm5c_wt_.merged.bam_peak_3505",72,".",3.96634,10.6575,7.28262,217,"Promoter",3,89831370,89858834,27465,1,"214547","ENSMUST00000050401.5",-80,"ENSMUSG00000046280","She","src homology 2 domain-containing transforming protein E"
"chr3",89912689,89913383,695,"*","epilc_kdm5c_wt_.merged.bam_peak_3507",310,".",6.77499,35.249,31.0658,383,"Promoter",3,89864059,89913196,49138,2,"16194","ENSMUST00000197679.4",0,"ENSMUSG00000027947","Il6ra","interleukin 6 receptor, alpha"
"chr3",90231242,90232054,813,"*","epilc_kdm5c_wt_.merged.bam_peak_3508",294,".",5.68594,33.56,29.4133,503,"Promoter",3,90231597,90235838,4242,1,"23922","ENSMUST00000029546.14",0,"ENSMUSG00000027937","Jtb","jumping translocation breakpoint"
"chr3",90465206,90465635,430,"*","epilc_kdm5c_wt_.merged.bam_peak_3509",33,".",2.55999,6.43736,3.34706,221,"Promoter",3,90450591,90465866,15276,2,"18160","ENSMUST00000029540.12",231,"ENSMUSG00000027931","Npr1","natriuretic peptide receptor 1"
"chr3",94310039,94310377,339,"*","epilc_kdm5c_wt_.merged.bam_peak_3512",104,".",4.65683,13.9409,10.4051,231,"Promoter",3,94310089,94332540,22452,1,"75778","ENSMUST00000049822.9",0,"ENSMUSG00000028145","Them4","thioesterase superfamily member 4"
"chr3",94412476,94413639,1164,"*","epilc_kdm5c_wt_.merged.bam_peak_3514",650,".",8.92118,69.9345,65.0929,874,"Promoter",3,94413273,94434668,21396,1,"72634","ENSMUST00000166032.7",0,"ENSMUSG00000041912","Tdrkh","tudor and KH domain containing protein"
"chr3",94581981,94582571,591,"*","epilc_kdm5c_wt_.merged.bam_peak_3515",66,".",3.51009,9.96169,6.62405,129,"Promoter",3,94499313,94582549,83237,2,"76742","ENSMUST00000107283.7",0,"ENSMUSG00000028136","Snx27","sorting nexin family member 27"
"chr3",94786249,94786592,344,"*","epilc_kdm5c_wt_.merged.bam_peak_3516",32,".",2.57752,6.35734,3.27532,70,"Promoter",3,94760069,94786463,26395,2,"70737","ENSMUST00000107272.6",0,"ENSMUSG00000068876","Cgn","cingulin"
"chr3",94886695,94887260,566,"*","epilc_kdm5c_wt_.merged.bam_peak_3517",70,".",3.48713,10.3539,7.00122,365,"Promoter",3,94884093,94886961,2869,2,"19172","ENSMUST00000005923.6",0,"ENSMUSG00000005779","Psmb4","proteasome (prosome, macropain) subunit, beta type 4"
"chr3",95015020,95015303,284,"*","epilc_kdm5c_wt_.merged.bam_peak_3518",42,".",2.94432,7.36582,4.20704,197,"Promoter",3,95006702,95015238,8537,2,"78266","ENSMUST00000019482.7",0,"ENSMUSG00000019338","Zfp687","zinc finger protein 687"
"chr3",95559402,95559926,525,"*","epilc_kdm5c_wt_.merged.bam_peak_3520",429,".",9.09716,47.4262,42.9894,273,"Promoter",3,95559677,95587671,27995,1,"67981","ENSMUST00000090797.10",0,"ENSMUSG00000028109","Hormad1","HORMA domain containing 1"
"chr3",95855610,95856114,505,"*","epilc_kdm5c_wt_.merged.bam_peak_3522",132,".",3.63747,16.8632,13.2062,265,"Promoter",3,95830124,95855885,25762,2,"70767","ENSMUST00000015892.13",0,"ENSMUSG00000015748","Prpf3","pre-mRNA processing factor 3"
"chr3",95881999,95883175,1177,"*","epilc_kdm5c_wt_.merged.bam_peak_3523",1388,".",13.0466,144.839,138.869,621,"Promoter",3,95878503,95882205,3703,2,"229599","ENSMUST00000159739.7",0,"ENSMUSG00000038550","Ciart","circadian associated repressor of transcription"
"chr3",95930182,95930584,403,"*","epilc_kdm5c_wt_.merged.bam_peak_3524",29,".",2.69007,5.98303,2.93452,169,"Promoter",3,95930536,95937161,6626,1,"66471","ENSMUST00000171035.7",0,"ENSMUSG00000015749","Anp32e","acidic (leucine-rich) nuclear phosphoprotein 32 family, member E"
"chr3",96196833,96197657,825,"*","epilc_kdm5c_wt_.merged.bam_peak_3526",650,".",8.92118,69.9345,65.0929,431,"Promoter",3,96196588,96197586,999,2,"69168","ENSMUST00000016087.3",0,"ENSMUSG00000015943","Bola1","bolA-like 1 (E. coli)"
"chr3",96221080,96221511,432,"*","epilc_kdm5c_wt_.merged.bam_peak_3527",86,".",3.46354,12.1378,8.68822,237,"Promoter",3,96221119,96223738,2620,1,"319190","ENSMUST00000090781.7",0,"ENSMUSG00000068854","H2bc21","H2B clustered histone 21"
"chr3",96245060,96245357,298,"*","epilc_kdm5c_wt_.merged.bam_peak_3528",59,".",3.65594,9.20891,5.91738,239,"Promoter",3,96245497,96246082,586,1,"15267","ENSMUST00000078756.6",-140,"ENSMUSG00000064220","H2ac18","H2A clustered histone 18"
"chr3",96904896,96905258,363,"*","epilc_kdm5c_wt_.merged.bam_peak_3532",44,".",2.87863,7.67588,4.48726,251,"Promoter",3,96882519,96905312,22794,2,"67549","ENSMUST00000154750.1",54,"ENSMUSG00000028096","Gpr89","G protein-coupled receptor 89"
"chr3",97609936,97610296,361,"*","epilc_kdm5c_wt_.merged.bam_peak_3533",127,".",3.95635,16.4071,12.7668,190,"Promoter",3,97560742,97610203,49462,2,"68058","ENSMUST00000029730.4",0,"ENSMUSG00000028089","Chd1l","chromodomain helicase DNA binding protein 1-like"
"chr3",97658367,97658726,360,"*","epilc_kdm5c_wt_.merged.bam_peak_3534",48,".",3.0886,8.06089,4.84429,116,"Promoter",3,97658214,97670933,12720,1,"108097","ENSMUST00000130924.7",153,"ENSMUSG00000038205","Prkab2","protein kinase, AMP-activated, beta 2 non-catalytic subunit"
"chr3",97824255,97824530,276,"*","epilc_kdm5c_wt_.merged.bam_peak_3535",55,".",4.01689,8.85767,5.58934,138,"Promoter",3,97796732,97824621,27890,2,"83679","ENSMUST00000200232.2",91,"ENSMUSG00000038170","Pde4dip","phosphodiesterase 4D interacting protein (myomegalin)"
"chr3",98013346,98014172,827,"*","epilc_kdm5c_wt_.merged.bam_peak_3537",559,".",9.7857,60.6617,55.9853,457,"Promoter",3,98013527,98100659,87133,1,"18129","ENSMUST00000198324.1",0,"ENSMUSG00000027878","Notch2","notch 2"
"chr3",99141072,99141638,567,"*","epilc_kdm5c_wt_.merged.bam_peak_3540",320,".",6.78269,36.2048,32.0013,198,"Promoter",3,99141072,99219203,78132,1,"70560","ENSMUST00000135960.7",0,"ENSMUSG00000004233","Wars2","tryptophanyl tRNA synthetase 2 (mitochondrial)"
"chr3",99253795,99254284,490,"*","epilc_kdm5c_wt_.merged.bam_peak_3541",36,".",3.13366,6.79067,3.67253,162,"Promoter",3,99253760,99354259,100500,1,"21384","ENSMUST00000029462.9",35,"ENSMUSG00000027868","Tbx15","T-box 15"
"chr3",100161974,100162476,503,"*","epilc_kdm5c_wt_.merged.bam_peak_3542",143,".",4.99418,18.1045,14.3992,242,"Promoter",3,100162381,100206981,44601,1,"14547","ENSMUST00000029459.9",0,"ENSMUSG00000027865","Gdap2","ganglioside-induced differentiation-associated-protein 2"
"chr3",100685185,100685605,421,"*","epilc_kdm5c_wt_.merged.bam_peak_3543",194,".",5.71748,23.3241,19.4447,176,"Promoter",3,100562208,100685503,123296,2,"17156","ENSMUST00000008907.13",0,"ENSMUSG00000008763","Man1a2","mannosidase, alpha, class 1A, member 2"
"chr3",100969413,100969988,576,"*","epilc_kdm5c_wt_.merged.bam_peak_3545",53,".",3.30191,8.57411,5.32673,466,"Promoter",3,100938860,100969663,30804,2,"74044","ENSMUST00000076941.11",0,"ENSMUSG00000033222","Ttf2","transcription termination factor, RNA polymerase II"
"chr3",101604166,101604615,450,"*","epilc_kdm5c_wt_.merged.bam_peak_3546",67,".",3.55979,10.1326,6.78847,250,"Promoter",3,101576219,101604684,28466,2,"11928","ENSMUST00000036493.7",69,"ENSMUSG00000033161","Atp1a1","ATPase, Na+/K+ transporting, alpha 1 polypeptide"
"chr3",102204003,102204305,303,"*","epilc_kdm5c_wt_.merged.bam_peak_3548",85,".",3.88341,12.0227,8.57855,173,"Promoter",3,102158183,102203963,45781,2,"229658","ENSMUST00000168312.7",-40,"ENSMUSG00000027860","Vangl1","VANGL planar cell polarity 1"
"chr3",102935345,102936435,1091,"*","epilc_kdm5c_wt_.merged.bam_peak_3549",694,".",13.0862,74.3188,69.4064,565,"Promoter",3,102818499,102936100,117602,2,"20957","ENSMUST00000029448.10",0,"ENSMUSG00000027855","Sycp1","synaptonemal complex protein 1"
"chr3",102995516,102995941,426,"*","epilc_kdm5c_wt_.merged.bam_peak_3550",295,".",7.80704,33.7277,29.5771,245,"Promoter",3,102995708,103008459,12752,1,"66641","ENSMUST00000029447.11",0,"ENSMUSG00000027854","Sike1","suppressor of IKBKE 1"
"chr3",103102628,103103013,386,"*","epilc_kdm5c_wt_.merged.bam_peak_3551",158,".",4.75623,19.6103,15.8516,185,"Promoter",3,103102660,103157272,54613,1,"329727","ENSMUST00000166143.8",0,"ENSMUSG00000007379","Dennd2c","DENN/MADD domain containing 2C"
"chr3",103171386,103172162,777,"*","epilc_kdm5c_wt_.merged.bam_peak_3552",608,".",8.96191,65.6209,60.8551,275,"Promoter",3,103171655,103179152,7498,1,"68183","ENSMUST00000005830.14",0,"ENSMUSG00000005687","Bcas2","BCAS2 pre-mRNA processing factor"
"chr3",103968027,103968436,410,"*","epilc_kdm5c_wt_.merged.bam_peak_3553",92,".",3.66371,12.745,9.26441,284,"Promoter",3,103968110,104007488,39379,1,"18685","ENSMUST00000117150.7",0,"ENSMUSG00000058388","Phtf1","putative homeodomain transcription factor 1"
"chr3",104638561,104639239,679,"*","epilc_kdm5c_wt_.merged.bam_peak_3554",92,".",3.39548,12.7501,9.26897,499,"Promoter",3,104638668,104658462,19795,1,"20501","ENSMUST00000046212.1",0,"ENSMUSG00000032902","Slc16a1","solute carrier family 16 (monocarboxylic acid transporters), member 1"
"chr3",105452288,105453056,769,"*","epilc_kdm5c_wt_.merged.bam_peak_3555",224,".",7.20755,26.4012,22.431,521,"Promoter",3,105452330,105674002,221673,1,"56543","ENSMUST00000098761.9",0,"ENSMUSG00000040896","Kcnd3","potassium voltage-gated channel, Shal-related family, member 3"
"chr3",105687018,105688013,996,"*","epilc_kdm5c_wt_.merged.bam_peak_3556",92,".",3.39548,12.7501,9.26897,258,"Promoter",3,105678270,105687574,9305,2,"53975","ENSMUST00000090680.10",0,"ENSMUSG00000027905","Ddx20","DEAD box helicase 20"
"chr3",105959454,105959801,348,"*","epilc_kdm5c_wt_.merged.bam_peak_3557",61,".",2.9926,9.4386,6.13301,193,"Promoter",3,105959503,105984600,25098,1,"70465","ENSMUST00000167642.7",0,"ENSMUSG00000000561","Wdr77","WD repeat domain 77"
"chr3",106482606,106482910,305,"*","epilc_kdm5c_wt_.merged.bam_peak_3558",50,".",3.49821,8.26477,5.0359,92,"Promoter",3,106482450,106488605,6156,1,"72121","ENSMUST00000149225.1",156,"ENSMUSG00000027901","Dennd2d","DENN/MADD domain containing 2D"
"chr3",107035850,107037041,1192,"*","epilc_kdm5c_wt_.merged.bam_peak_3559",92,".",3.73129,12.7663,9.28364,643,"Promoter",3,107036169,107038070,1902,1,"16491","ENSMUST00000052718.4",0,"ENSMUSG00000047959","Kcna3","potassium voltage-gated channel, shaker-related subfamily, member 3"
"chr3",107333593,107334129,537,"*","epilc_kdm5c_wt_.merged.bam_peak_3560",40,".",2.76395,7.23682,4.08332,47,"Promoter",3,107325421,107333673,8253,2,"229700","ENSMUST00000061772.10",0,"ENSMUSG00000048109","Rbm15","RNA binding motif protein 15"
"chr3",107517481,107518173,693,"*","epilc_kdm5c_wt_.merged.bam_peak_3562",264,".",6.73633,30.4959,26.4189,423,"Promoter",3,107467543,107518018,50476,2,"229706","ENSMUST00000169449.7",0,"ENSMUSG00000027894","Slc6a17","solute carrier family 6 (neurotransmitter transporter), member 17"
"chr3",107759963,107760309,347,"*","epilc_kdm5c_wt_.merged.bam_peak_3563",93,".",3.88566,12.8391,9.35094,194,"Promoter",3,107741048,107760236,19189,2,"12977","ENSMUST00000118593.7",0,"ENSMUSG00000014599","Csf1","colony stimulating factor 1 (macrophage)"
"chr3",107895689,107896371,683,"*","epilc_kdm5c_wt_.merged.bam_peak_3564",74,".",4.03639,10.866,7.48329,189,"Promoter",3,107895821,107898686,2866,1,"14866","ENSMUST00000004134.10",0,"ENSMUSG00000004032","Gstm5","glutathione S-transferase, mu 5"
"chr3",108401782,108402247,466,"*","epilc_kdm5c_wt_.merged.bam_peak_3566",451,".",9.22013,49.6016,45.124,197,"Promoter",3,108401260,108402589,1330,2,"53883","ENSMUST00000147565.2",342,"ENSMUSG00000068740","Celsr2","cadherin, EGF LAG seven-pass G-type receptor 2"
"chr3",108911797,108912128,332,"*","epilc_kdm5c_wt_.merged.bam_peak_3569",78,".",3.83039,11.306,7.89591,130,"Promoter",3,108902807,108911727,8921,2,"66921","ENSMUST00000029480.8",-70,"ENSMUSG00000027881","Prpf38b","PRP38 pre-mRNA processing factor 38 (yeast) domain containing B"
"chr3",108939913,108940558,646,"*","epilc_kdm5c_wt_.merged.bam_peak_3570",732,".",14.7628,78.2252,73.2505,302,"Promoter",3,108940059,108942733,2675,1,"66715","ENSMUST00000197427.4",0,"ENSMUSG00000045662","Henmt1","HEN1 methyltransferase homolog 1 (Arabidopsis)"
"chr3",110250091,110251012,922,"*","epilc_kdm5c_wt_.merged.bam_peak_3572",119,".",4.39272,15.6033,11.9975,695,"Promoter",3,110246109,110250998,4890,2,"99890","ENSMUST00000168412.2",0,"ENSMUSG00000049300","Prmt6","protein arginine N-methyltransferase 6"
"chr3",116251565,116252639,1075,"*","epilc_kdm5c_wt_.merged.bam_peak_3573",35,".",2.70417,6.67995,3.57213,266,"Promoter",3,116252563,116253089,527,2,"64378","ENSMUST00000197759.1",450,"ENSMUSG00000068696","Gpr88","G-protein coupled receptor 88"
"chr3",117575197,117575522,326,"*","epilc_kdm5c_wt_.merged.bam_peak_3575",27,".",3.30853,5.75088,2.72311,109,"Promoter",3,117575227,117689507,114281,1,"75769","ENSMUST00000106473.4",0,"ENSMUSG00000033342","Plppr5","phospholipid phosphatase related 5"
"chr3",119782431,119782943,513,"*","epilc_kdm5c_wt_.merged.bam_peak_3576",115,".",4.5296,15.1494,11.5612,237,"Promoter",3,119720320,119783234,62915,2,"56195","ENSMUST00000197833.4",291,"ENSMUSG00000028134","Ptbp2","polypyrimidine tract binding protein 2"
"chr3",121262351,121262882,532,"*","epilc_kdm5c_wt_.merged.bam_peak_3577",58,".",3.28786,9.18208,5.8945,191,"Promoter",3,121202008,121263314,61307,2,"99887","ENSMUST00000128909.7",432,"ENSMUSG00000028132","Tlcd4","TLC domain containing 4"
"chr3",121723468,121723927,460,"*","epilc_kdm5c_wt_.merged.bam_peak_3581",200,".",4.80968,23.9087,20.0092,208,"Promoter",3,121723537,121735048,11512,1,"14066","ENSMUST00000029771.12",0,"ENSMUSG00000028128","F3","coagulation factor III"
"chr3",122293082,122293608,527,"*","epilc_kdm5c_wt_.merged.bam_peak_3582",39,".",2.60079,7.05491,3.91386,192,"Promoter",3,122293585,122293703,119,2,"791077","ENSMUST00000103257.1",95,"ENSMUSG00000076456","Mir760","microRNA 760"
"chr3",122419622,122419937,316,"*","epilc_kdm5c_wt_.merged.bam_peak_3583",17,".",2.25533,4.6205,1.72262,299,"Promoter",3,122419757,122426866,7110,1,"29815","ENSMUST00000200544.1",0,"ENSMUSG00000028121","Bcar3","breast cancer anti-estrogen resistance 3"
"chr3",122984105,122984380,276,"*","epilc_kdm5c_wt_.merged.bam_peak_3584",58,".",3.28102,9.15766,5.87823,83,"Promoter",3,122951297,122984323,33027,2,"99526","ENSMUST00000199329.4",0,"ENSMUSG00000039701","Usp53","ubiquitin specific peptidase 53"
"chr3",123446904,123447542,639,"*","epilc_kdm5c_wt_.merged.bam_peak_3585",126,".",4.96163,16.2405,12.6081,296,"Promoter",3,123446913,123506597,59685,1,"19142","ENSMUST00000029603.9",0,"ENSMUSG00000027978","Prss12","protease, serine 12 neurotrypsin (motopsin)"
"chr3",124320938,124321470,533,"*","epilc_kdm5c_wt_.merged.bam_peak_3586",128,".",4.62267,16.4452,12.8033,161,"Promoter",3,124320855,124324743,3889,1,"229801","ENSMUST00000058994.5",83,"ENSMUSG00000044528","Tram1l1","translocation associated membrane protein 1-like 1"
"chr3",127498534,127499050,517,"*","epilc_kdm5c_wt_.merged.bam_peak_3587",38,".",2.88934,6.99342,3.85617,403,"Promoter",3,127336394,127499002,162609,2,"109676","ENSMUST00000182316.2",0,"ENSMUSG00000032826","Ank2","ankyrin 2, brain"
"chr3",127780145,127780570,426,"*","epilc_kdm5c_wt_.merged.bam_peak_3590",219,".",6.59278,25.9078,21.9515,166,"Promoter",3,127670310,127780527,110218,2,"71481","ENSMUST00000029662.11",0,"ENSMUSG00000028028","Alpk1","alpha-kinase 1"
"chr3",127837516,127838012,497,"*","epilc_kdm5c_wt_.merged.bam_peak_3591",185,".",5.01059,22.4073,18.5558,192,"Promoter",3,127807007,127837523,30517,2,"211556","ENSMUST00000200409.4",0,"ENSMUSG00000074238","Ap1ar","adaptor-related protein complex 1 associated regulatory protein"
"chr3",129725023,129725360,338,"*","epilc_kdm5c_wt_.merged.bam_peak_3592",48,".",3.0886,8.06089,4.84429,187,"Promoter",3,129677578,129725087,47510,2,"13645","ENSMUST00000197079.4",0,"ENSMUSG00000028017","Egf","epidermal growth factor"
"chr3",129830820,129831453,634,"*","epilc_kdm5c_wt_.merged.bam_peak_3593",260,".",5.55777,30.1478,26.0789,266,"Promoter",3,129824912,129831396,6485,2,"68147","ENSMUST00000029643.14",0,"ENSMUSG00000028010","Gar1","GAR1 ribonucleoprotein"
"chr3",129878203,129878673,471,"*","epilc_kdm5c_wt_.merged.bam_peak_3594",176,".",5.54078,21.5086,17.6861,243,"Promoter",3,129878606,129895825,17220,1,"66350","ENSMUST00000029629.14",0,"ENSMUSG00000027999","Pla2g12a","phospholipase A2, group XIIA"
"chr3",130730327,130730712,386,"*","epilc_kdm5c_wt_.merged.bam_peak_3595",118,".",4.34602,15.4291,11.8283,224,"Promoter",3,130726831,130730337,3507,2,"68436","ENSMUST00000062601.13",0,"ENSMUSG00000062006","Rpl34","ribosomal protein L34"
"chr3",131302634,131303287,654,"*","epilc_kdm5c_wt_.merged.bam_peak_3599",169,".",5.12483,20.7266,16.9295,257,"Promoter",3,131288441,131303224,14784,2,"71519","ENSMUST00000106337.6",0,"ENSMUSG00000027983","Cyp2u1","cytochrome P450, family 2, subfamily u, polypeptide 1"
"chr3",133091324,133091949,626,"*","epilc_kdm5c_wt_.merged.bam_peak_3600",92,".",3.77967,12.6988,9.22359,455,"Promoter",3,132981752,133091825,110074,2,"67553","ENSMUST00000029651.10",0,"ENSMUSG00000028018","Gstcd","glutathione S-transferase, C-terminal domain containing"
"chr3",133310113,133310451,339,"*","epilc_kdm5c_wt_.merged.bam_peak_3601",71,".",3.41156,10.5359,7.16566,219,"Promoter",3,133310122,133378235,68114,1,"74776","ENSMUST00000122334.7",0,"ENSMUSG00000028013","Ppa2","pyrophosphatase (inorganic) 2"
"chr3",134235916,134236433,518,"*","epilc_kdm5c_wt_.merged.bam_peak_3602",59,".",3.7588,9.25242,5.95759,254,"Promoter",3,134236484,134259620,23137,1,"319478","ENSMUST00000197151.4",-51,"ENSMUSG00000044365","Cxxc4","CXXC finger 4"
"chr3",135825982,135826598,617,"*","epilc_kdm5c_wt_.merged.bam_peak_3604",99,".",4.60262,13.4528,9.93701,104,"Promoter",3,135826090,135888386,62297,1,"67547","ENSMUST00000029810.5",0,"ENSMUSG00000053897","Slc39a8","solute carrier family 39 (metal ion transporter), member 8"
"chr3",137864085,137864400,316,"*","epilc_kdm5c_wt_.merged.bam_peak_3605",46,".",2.98669,7.89265,4.69399,268,"Promoter",3,137864487,137866922,2436,1,"51788","ENSMUST00000041045.13",-87,"ENSMUSG00000037894","H2az1","H2A.Z variant histone 1"
"chr3",138143150,138143963,814,"*","epilc_kdm5c_wt_.merged.bam_peak_3607",187,".",5.97797,22.5973,18.7401,271,"Promoter",3,138143448,138159821,16374,1,"108943","ENSMUST00000040321.12",0,"ENSMUSG00000004127","Trmt10a","tRNA methyltransferase 10A"
"chr3",138442490,138443008,519,"*","epilc_kdm5c_wt_.merged.bam_peak_3608",261,".",5.92161,30.2439,26.1725,314,"Promoter",3,138443093,138455499,12407,1,"11532","ENSMUST00000005964.6",-85,"ENSMUSG00000028138","Adh5","alcohol dehydrogenase 5 (class III), chi polypeptide"
"chr3",138741648,138742814,1167,"*","epilc_kdm5c_wt_.merged.bam_peak_3609",673,".",13.5547,72.2541,67.3751,372,"Promoter",3,138742195,138907905,165711,1,"56224","ENSMUST00000029800.8",0,"ENSMUSG00000028152","Tspan5","tetraspanin 5"
"chr3",139075336,139075892,557,"*","epilc_kdm5c_wt_.merged.bam_peak_3610",894,".",13.9109,94.7542,89.49,257,"Promoter",3,138925902,139075201,149300,2,"229877","ENSMUST00000098574.8",-135,"ENSMUSG00000028149","Rap1gds1","RAP1, GTP-GDP dissociation stimulator 1"
"chr3",139205350,139206181,832,"*","epilc_kdm5c_wt_.merged.bam_peak_3611",579,".",8.71064,62.6606,57.9469,511,"Promoter",3,139205694,139709610,503917,1,"381476","ENSMUST00000106239.7",0,"ENSMUSG00000047940","Stpg2","sperm tail PG rich repeat containing 2"
"chr3",144205441,144205876,436,"*","epilc_kdm5c_wt_.merged.bam_peak_3612",34,".",2.75861,6.54437,3.44533,120,"Promoter",3,144188683,144205220,16538,2,"16911","ENSMUST00000196264.4",-221,"ENSMUSG00000028266","Lmo4","LIM domain only 4"
"chr3",144569699,144570194,496,"*","epilc_kdm5c_wt_.merged.bam_peak_3613",70,".",3.48713,10.3539,7.00122,220,"Promoter",3,144429706,144570181,140476,2,"23908","ENSMUST00000043325.8",0,"ENSMUSG00000040151","Hs2st1","heparan sulfate 2-O-sulfotransferase 1"
"chr3",145758443,145759584,1142,"*","epilc_kdm5c_wt_.merged.bam_peak_3615",671,".",10.5777,72.0507,67.1738,681,"Promoter",3,145758675,145894277,135603,1,"69219","ENSMUST00000029845.14",0,"ENSMUSG00000028194","Ddah1","dimethylarginine dimethylaminohydrolase 1"
"chr3",145987581,145988810,1230,"*","epilc_kdm5c_wt_.merged.bam_peak_3617",157,".",4.90031,19.5041,15.7485,732,"Promoter",3,145987870,146021720,33851,1,"214804","ENSMUST00000039517.10",0,"ENSMUSG00000036863","Syde2","synapse defective 1, Rho GTPase, homolog 2 (C. elegans)"
"chr3",146499831,146500411,581,"*","epilc_kdm5c_wt_.merged.bam_peak_3618",98,".",3.68527,13.3398,9.83053,316,"Promoter",3,146499890,146505547,5658,1,"14707","ENSMUST00000118280.1",0,"ENSMUSG00000068523","Gng5","guanine nucleotide binding protein (G protein), gamma 5"
"chr3",146521197,146521656,460,"*","epilc_kdm5c_wt_.merged.bam_peak_3619",119,".",4.39272,15.6033,11.9975,185,"Promoter",3,146505956,146521429,15474,2,"70285","ENSMUST00000029838.10",0,"ENSMUSG00000028187","Rpf1","ribosome production factor 1 homolog"
"chr3",146685024,146685491,468,"*","epilc_kdm5c_wt_.merged.bam_peak_3620",62,".",3.7673,9.5355,6.22656,215,"Promoter",3,146646188,146685475,39288,2,"75015","ENSMUST00000197989.1",0,"ENSMUSG00000048652","Samd13","sterile alpha motif domain containing 13"
"chr3",152165597,152166037,441,"*","epilc_kdm5c_wt_.merged.bam_peak_3622",123,".",4.09986,15.9255,12.3039,249,"Promoter",3,152130434,152165750,35317,2,"54120","ENSMUST00000133102.1",0,"ENSMUSG00000039131","Gipc2","GIPC PDZ domain containing family, member 2"
"chr3",152210489,152211241,753,"*","epilc_kdm5c_wt_.merged.bam_peak_3623",157,".",4.57321,19.4947,15.7396,198,"Promoter",3,152210492,152224866,14375,1,"51886","ENSMUST00000198227.4",0,"ENSMUSG00000028034","Fubp1","far upstream element (FUSE) binding protein 1"
"chr3",152340137,152340513,377,"*","epilc_kdm5c_wt_.merged.bam_peak_3624",87,".",3.24474,12.238,8.78001,200,"Promoter",3,152273849,152340407,66559,2,"215708","ENSMUST00000073089.12",0,"ENSMUSG00000054942","Miga1","mitoguardin 1"
"chr3",152396410,152396708,299,"*","epilc_kdm5c_wt_.merged.bam_peak_3625",108,".",4.41346,14.4372,10.88,144,"Promoter",3,152396684,152459477,62794,1,"108946","ENSMUST00000089982.10",0,"ENSMUSG00000039068","Zzz3","zinc finger, ZZ domain containing 3"
"chr3",152667629,152667966,338,"*","epilc_kdm5c_wt_.merged.bam_peak_3626",70,".",4.05369,10.3528,7.00122,232,"Promoter",3,152462815,152668360,205546,2,"229949","ENSMUST00000045262.10",394,"ENSMUSG00000039058","Ak5","adenylate kinase 5"
"chr3",153724720,153725326,607,"*","epilc_kdm5c_wt_.merged.bam_peak_3628",171,".",4.41409,20.9707,17.1653,336,"Promoter",3,153198266,153725174,526909,2,"20447","ENSMUST00000200397.4",0,"ENSMUSG00000052544","St6galnac3","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"chr3",153905513,153906256,744,"*","epilc_kdm5c_wt_.merged.bam_peak_3629",1000,".",9.43575,105.544,100.097,366,"Promoter",3,153857149,153906138,48990,2,"55993","ENSMUST00000005630.10",0,"ENSMUSG00000005493","Msh4","mutS homolog 4"
"chr3",157533919,157534629,711,"*","epilc_kdm5c_wt_.merged.bam_peak_3630",65,".",3.10302,9.92034,6.58498,448,"Promoter",3,157527515,157534090,6576,2,"381498","ENSMUST00000196791.1",0,"ENSMUSG00000105834","4930592C13Rik","RIKEN cDNA 4930592C13 gene"
"chr3",157566855,157567903,1049,"*","epilc_kdm5c_wt_.merged.bam_peak_3631",348,".",8.02918,39.1585,34.8896,637,"Promoter",3,157566892,157645888,78997,1,"19218","ENSMUST00000041175.12",0,"ENSMUSG00000040016","Ptger3","prostaglandin E receptor 3 (subtype EP3)"
"chr3",157924804,157925402,599,"*","epilc_kdm5c_wt_.merged.bam_peak_3632",99,".",3.9001,13.4348,9.91951,383,"Promoter",3,157894248,157925077,30830,2,"107869","ENSMUST00000118539.1",0,"ENSMUSG00000028179","Cth","cystathionase (cystathionine gamma-lyase)"
