"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr16",5233682,5234082,401,"*","Promoter",16,5233714,5245001,11288,1,"208211","uc007yby.1",0,"ENSMUSG00000039427","Alg1","asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)"
"chr16",6348530,6348981,452,"*","Promoter",16,6349129,7412573,1063445,1,"268859","uc007yce.2",-148,"ENSMUSG00000008658","Rbfox1","RNA binding protein, fox-1 homolog (C. elegans) 1"
"chr16",8671691,8672178,488,"*","Promoter",16,8658680,8672246,13567,2,"52502","uc007yct.1",68,"ENSMUSG00000008393","Carhsp1","calcium regulated heat stable protein 1"
"chr16",9993497,9993996,500,"*","Promoter",16,9991748,9994363,2616,2,"14811","uc007ydd.1",367,"ENSMUSG00000059003","Grin2a","glutamate receptor, ionotropic, NMDA2A (epsilon 1)"
"chr16",10542344,10542661,318,"*","Promoter",16,10530300,10543147,12848,2,"58239","uc007ydx.1",486,"ENSMUSG00000038055","Dexi","dexamethasone-induced transcript"
"chr16",11066783,11067387,605,"*","Promoter",16,11066391,11075078,8688,1,"20621","uc007yer.2",392,"ENSMUSG00000037972","Snn","stannin"
"chr16",11908966,11909680,715,"*","Promoter",16,11803814,11909516,105703,2,"223978","uc007yfm.1",0,"ENSMUSG00000065979","Cpped1","calcineurin-like phosphoesterase domain containing 1"
"chr16",13109924,13110321,398,"*","Promoter",16,13109829,13152102,42274,1,"50505","uc007yfx.2",95,"ENSMUSG00000022545","Ercc4","excision repair cross-complementing rodent repair deficiency, complementation group 4"
"chr16",13780432,13781080,649,"*","Promoter",16,13780792,13814934,34143,1,"106298","uc007ygj.1",0,"ENSMUSG00000022682","Rrn3","RRN3 RNA polymerase I transcription factor homolog (yeast)"
"chr16",13940638,13941135,498,"*","Promoter",16,13940723,13949450,8728,1,"93734","uc007ygq.1",0,"ENSMUSG00000022679","Mpv17l","Mpv17 transgene, kidney disease mutant-like"
"chr16",17146987,17148376,1390,"*","Promoter",16,17147030,17160794,13765,1,"69101","uc007ykh.1",0,"ENSMUSG00000041774","Ydjc","YdjC homolog (bacterial)"
"chr16",17531325,17531687,363,"*","Promoter",16,17528075,17531145,3071,2,"69009","uc007yld.1",-180,"ENSMUSG00000022760","Thap7","THAP domain containing 7"
"chr16",17576297,17576831,535,"*","Promoter",16,17572111,17576299,4189,2,"224022","uc007ylj.1",0,"ENSMUSG00000022756","Slc7a4","solute carrier family 7 (cationic amino acid transporter, y+ system), member 4"
"chr16",17760040,17760523,484,"*","Promoter",16,17759756,17779299,19544,1,"224023","uc007ylz.1",284,"ENSMUSG00000022750","Klhl22","kelch-like 22"
"chr16",18213771,18214129,359,"*","Promoter",16,18208331,18213956,5626,2,"66779","uc012acb.1",0,"ENSMUSG00000116557","4933432I09Rik","RIKEN cDNA 4933432I09 gene"
"chr16",18498327,18499148,822,"*","Promoter",16,18498861,18566772,67912,1,"13972","uc007yoa.1",0,"ENSMUSG00000000884","Gnb1l","guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
"chr16",20240792,20241405,614,"*","Promoter",16,20233382,20241431,8050,2,"208158","uc007ypk.1",26,"ENSMUSG00000041205","Map6d1","MAP6 domain containing 1"
"chr16",21694251,21695066,816,"*","Promoter",16,21649118,21694738,45621,2,"72190","uc007yrl.2",0,"ENSMUSG00000043391","2510009E07Rik","RIKEN cDNA 2510009E07 gene"
"chr16",26105580,26106006,427,"*","Promoter",16,25960409,26105870,145462,2,"210530","uc007yuy.1",0,"ENSMUSG00000038168","P3h2","prolyl 3-hydroxylase 2"
"chr16",31080873,31081514,642,"*","Promoter",16,30955589,31081518,125930,2,"268880","uc007yxa.2",4,"ENSMUSG00000047434","Xxylt1","xyloside xylosyltransferase 1"
"chr16",31429000,31429814,815,"*","Promoter",16,31429489,31458987,29499,1,"71911","uc007yxl.2",0,"ENSMUSG00000046598","Bdh1","3-hydroxybutyrate dehydrogenase, type 1"
"chr16",31754801,31755169,369,"*","Promoter",16,31754436,31873430,118995,1,"13383","uc007yxt.1",365,"ENSMUSG00000022770","Dlg1","discs large MAGUK scaffold protein 1"
"chr16",31947884,31948646,763,"*","Promoter",16,31947137,31948607,1471,2,"106264","uc007yxy.2",0,"ENSMUSG00000107002","0610012G03Rik","RIKEN cDNA 0610012G03 gene"
"chr16",32002969,32003656,688,"*","Promoter",16,31959756,32003373,43618,2,"320213","uc007yya.2",0,"ENSMUSG00000022772","Senp5","SUMO/sentrin specific peptidase 5"
"chr16",55895052,55895819,768,"*","Promoter",16,55840066,55895398,55333,2,"385658","uc007zlq.2",0,"ENSMUSG00000075033","Nxpe3","neurexophilin and PC-esterase domain family, member 3"
"chr16",59471395,59471992,598,"*","Promoter",16,59471601,59477393,5793,1,"67014","uc007zpg.2",0,"ENSMUSG00000022724","Riox2","ribosomal oxygenase 2"
"chr16",62786696,62787279,584,"*","Promoter",16,62734678,62786542,51865,2,"106338","uc007zpt.1",-154,"ENSMUSG00000050312","Nsun3","NOL1/NOP2/Sun domain family member 3"
"chr16",93608031,93608731,701,"*","Promoter",16,93608082,93610594,2513,1,"12408","uc007zzr.1",0,"ENSMUSG00000051483","Cbr1","carbonyl reductase 1"
"chr16",96212186,96212908,723,"*","Promoter",16,96201542,96212510,10969,2,"56088","uc008ach.1",0,"ENSMUSG00000022913","Psmg1","proteasome (prosome, macropain) assembly chaperone 1"
"chr16",98073388,98074031,644,"*","Promoter",16,98013074,98073390,60317,2,"114604","uc008adp.2",0,"ENSMUSG00000014039","Prdm15","PR domain containing 15"
"chr17",7183031,7183439,409,"*","Promoter",17,7183209,7188976,5768,1,"68195","uc008aib.1",0,"ENSMUSG00000094724","Rnaset2b","ribonuclease T2B"
"chr17",8534093,8534814,722,"*","Promoter",17,8533604,8536978,3375,1,"320111","uc012ajr.1",489,"ENSMUSG00000055945","Prr18","proline rich 18"
"chr17",9360231,9360513,283,"*","Promoter",17,9340584,9360887,20304,2,"67791","uc012aju.1",374,"ENSMUSG00000097049","6530411M01Rik","RIKEN cDNA 6530411M01 gene"
"chr17",12961909,12963092,1184,"*","Promoter",17,12875272,12962572,87301,2,"16004","uc008aky.1",0,"ENSMUSG00000023830","Igf2r","insulin-like growth factor 2 receptor"
"chr17",13109300,13109582,283,"*","Promoter",17,13109331,13117933,8603,1,"21454","uc008all.1",0,"ENSMUSG00000068039","Tcp1","t-complex protein 1"
"chr17",13200615,13201451,837,"*","Promoter",17,13200705,13210985,10281,1,"20656","uc008alv.1",0,"ENSMUSG00000006818","Sod2","superoxide dismutase 2, mitochondrial"
"chr17",21787285,21787785,501,"*","Promoter",17,21787578,21801933,14356,1,"73229","uc008ard.2",0,"ENSMUSG00000035868","Zfp983","zinc finger protein 983"
"chr17",24306170,24306649,480,"*","Promoter",17,24300832,24306374,5543,2,"11984","uc008aup.2",0,"ENSMUSG00000024121","Atp6v0c","ATPase, H+ transporting, lysosomal V0 subunit C"
"chr17",24345476,24346347,872,"*","Promoter",17,24340791,24346332,5542,2,"18209","uc008auy.1",0,"ENSMUSG00000117406","Ntn3","netrin 3"
"chr17",24563571,24563954,384,"*","Promoter",17,24563628,24576261,12634,1,"13177","uc008avv.2",0,"ENSMUSG00000024132","Eci1","enoyl-Coenzyme A delta isomerase 1"
"chr17",24607509,24608209,701,"*","Promoter",17,24608068,24610045,1978,1,"67078","uc008awf.1",0,"ENSMUSG00000043445","Pgp","phosphoglycolate phosphatase"
"chr17",25252517,25252983,467,"*","Promoter",17,25236514,25252850,16337,2,"71718","uc008azq.2",0,"ENSMUSG00000024170","Telo2","telomere maintenance 2"
"chr17",25707188,25707474,287,"*","Promoter",17,25702838,25707631,4794,2,"20681","uc008bay.1",157,"ENSMUSG00000024176","Sox8","SRY (sex determining region Y)-box 8"
"chr17",25965944,25966252,309,"*","Promoter",17,25965988,25968788,2801,1,"72106","uc008bce.2",0,"ENSMUSG00000025736","Jmjd8","jumonji domain containing 8"
"chr17",26012354,26012832,479,"*","Promoter",17,26012445,26014108,1664,1,"68347","uc008bcl.2",0,"ENSMUSG00000025731","Mettl26","methyltransferase like 26"
"chr17",26232196,26232685,490,"*","Promoter",17,26228690,26232415,3726,2,"56520","uc008bdh.1",0,"ENSMUSG00000024177","Nme4","NME/NM23 nucleoside diphosphate kinase 4"
"chr17",27270157,27270809,653,"*","Promoter",17,27259610,27270836,11227,2,"67267","uc008bfk.1",27,"ENSMUSG00000024208","Uqcc2","ubiquinol-cytochrome c reductase complex assembly factor 2"
"chr17",27341490,27341764,275,"*","Promoter",17,27326545,27341383,14839,2,"224640","uc008bfm.2",-107,"ENSMUSG00000044857","Lemd2","LEM domain containing 2"
"chr17",28465005,28466483,1479,"*","Promoter",17,28465416,28467978,2563,1,"19896","uc008bqp.2",0,"ENSMUSG00000037805","Rpl10a","ribosomal protein L10A"
"chr17",30713274,30714223,950,"*","Promoter",17,30650430,30713232,62803,2,"224671","uc008btw.2",-42,"ENSMUSG00000062202","Btbd9","BTB (POZ) domain containing 9"
"chr17",31700745,31701383,639,"*","Promoter",17,31701718,31744638,42921,1,"18771","uc008bvh.2",-335,"ENSMUSG00000006705","Pknox1","Pbx/knotted 1 homeobox"
"chr17",34052828,34053095,268,"*","Promoter",17,34053121,34056270,3150,1,"81630","uc008cac.1",-26,"ENSMUSG00000051390","Zbtb22","zinc finger and BTB domain containing 22"
"chr17",34087991,34088576,586,"*","Promoter",17,34086857,34088433,1577,2,"54218","uc008caj.2",0,"ENSMUSG00000067370","B3galt4","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"
"chr17",35108520,35109266,747,"*","Promoter",17,35106304,35109101,2798,2,"193740","uc008cep.1",0,"ENSMUSG00000091971","Hspa1a","heat shock protein 1A"
"chr17",35576162,35576550,389,"*","Promoter",17,35576100,35580718,4619,1,"15018","uc012ari.1",62,"ENSMUSG00000060550","H2-Q7","histocompatibility 2, Q region locus 7"
"chr17",37139400,37140009,610,"*","Promoter",17,37139427,37147674,8248,1,"22715","uc012atb.1",0,"ENSMUSG00000036036","Zfp57","zinc finger protein 57"
"chr17",45709529,45711583,2055,"*","Promoter",17,45704727,45710210,5484,2,"15516","uc008cqz.1",0,"ENSMUSG00000023944","Hsp90ab1","heat shock protein 90 alpha (cytosolic), class B member 1"
"chr17",46787451,46787926,476,"*","Promoter",17,46787521,46794170,6650,1,"66515","uc008ctq.1",0,"ENSMUSG00000038545","Cul7","cullin 7"
"chr17",47027623,47028387,765,"*","Promoter",17,47027570,47029412,1843,1,"72726","uc008cum.1",53,"ENSMUSG00000036430","Tbcc","tubulin-specific chaperone C"
"chr17",53828787,53829245,459,"*","Promoter",17,53814112,53828640,14529,2,"72415","uc008czr.2",-147,"ENSMUSG00000023940","Sgo1","shugoshin 1"
"chr17",56615879,56616227,349,"*","Promoter",17,56551849,56615903,64055,2,"19280","uc008dby.2",0,"ENSMUSG00000013236","Ptprs","protein tyrosine phosphatase, receptor type, S"
"chr17",57198894,57199192,299,"*","Promoter",17,57183134,57199286,16153,2,"66972","uc008ddu.2",94,"ENSMUSG00000046329","Slc25a23","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"
"chr17",64212693,64213230,538,"*","Promoter",17,64213330,64387937,174608,1,"14158","uc008dfn.1",-100,"ENSMUSG00000000127","Fer","fer (fms/fps related) protein kinase"
"chr17",64950271,64951039,769,"*","Promoter",17,64950989,65030965,79977,1,"17158","uc012awd.1",0,"ENSMUSG00000024085","Man2a1","mannosidase 2, alpha 1"
"chr17",71947603,71948233,631,"*","Promoter",17,71906367,71948101,41735,2,"68789","uc008dmp.2",0,"ENSMUSG00000085492","Trmt61b","tRNA methyltransferase 61B"
"chr17",74926880,74927451,572,"*","Promoter",17,74927635,75103113,175479,1,"12211","uc008doe.1",-184,"ENSMUSG00000024073","Birc6","baculoviral IAP repeat-containing 6"
"chr17",84865121,84865588,468,"*","Promoter",17,84589396,84865548,276153,2,"240174","uc012axy.1",0,"ENSMUSG00000024251","Thada","thyroid adenoma associated"
"chr18",3382844,3383656,813,"*","Promoter",18,3383029,3436698,53670,1,"71745","uc008dxz.2",0,"ENSMUSG00000024231","Cul2","cullin 2"
"chr18",3507921,3508316,396,"*","Promoter",18,3507955,3516402,8448,1,"68010","uc008dyc.1",0,"ENSMUSG00000024232","Bambi","BMP and activin membrane-bound inhibitor"
"chr18",5333909,5334824,916,"*","Promoter",18,5210029,5334437,124409,2,"240186","uc008dyt.2",0,"ENSMUSG00000050945","Zfp438","zinc finger protein 438"
"chr18",14841592,14841922,331,"*","Promoter",18,14797479,14841423,43945,2,"268996","uc008edi.1",-169,"ENSMUSG00000037013","Ss18","SS18, nBAF chromatin remodeling complex subunit"
"chr18",21159694,21160077,384,"*","Promoter",18,21159842,21186724,26883,1,"56515","uc008efb.1",0,"ENSMUSG00000024317","Rnf138","ring finger protein 138"
"chr18",45719086,45719511,426,"*","Promoter",18,45719005,45845537,126533,1,"140492","uc012bco.1",81,"ENSMUSG00000054477","Kcnn2","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2"
"chr18",61559178,61560025,848,"*","Promoter",18,61457790,61560085,102296,2,"170826","uc008fbx.1",60,"ENSMUSG00000033871","Ppargc1b","peroxisome proliferative activated receptor, gamma, coactivator 1 beta"
"chr18",65742459,65743364,906,"*","Promoter",18,65742180,65849090,106911,1,"328977","uc008ffe.2",279,"ENSMUSG00000042439","Zfp532","zinc finger protein 532"
"chr18",67448909,67449388,480,"*","Promoter",18,67448877,67478495,29619,1,"114663","uc008fly.1",32,"ENSMUSG00000024525","Impa2","inositol monophosphatase 2"
"chr18",68459595,68459928,334,"*","Promoter",18,68419839,68459987,40149,2,"108654","uc008fni.1",59,"ENSMUSG00000038121","Fam210a","family with sequence similarity 210, member A"
"chr18",70689509,70689982,474,"*","Promoter",18,70668334,70689792,21459,2,"26447","uc008foi.2",0,"ENSMUSG00000038425","Poli","polymerase (DNA directed), iota"
"chr18",77424025,77424466,442,"*","Promoter",18,77424586,77494189,69604,1,"225742","uc008frg.2",-120,"ENSMUSG00000025425","St8sia5","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
"chr18",78135137,78135505,369,"*","Promoter",18,78135206,78231766,96561,1,"100502841","uc008fsa.2",0,"ENSMUSG00000039840","Epg5","ectopic P-granules autophagy protein 5 homolog (C. elegans)"
"chr19",3767407,3768699,1293,"*","Promoter",19,3767421,3806324,38904,1,"225888","uc008fww.2",0,"ENSMUSG00000045098","Kmt5b","lysine methyltransferase 5B"
"chr19",4000390,4000925,536,"*","Promoter",19,4000580,4003814,3235,1,"66387","uc008fyb.1",0,"ENSMUSG00000110949","Nudt8","nudix (nucleoside diphosphate linked moiety X)-type motif 8"
"chr19",4121041,4121480,440,"*","Promoter",19,4114446,4121575,7130,2,"11632","uc008fyp.1",95,"ENSMUSG00000024847","Aip","aryl-hydrocarbon receptor-interacting protein"
"chr19",4712286,4712942,657,"*","Promoter",19,4712408,4731611,19204,1,"20743","uc008gao.1",0,"ENSMUSG00000067889","Sptbn2","spectrin beta, non-erythrocytic 2"
"chr19",5487634,5487898,265,"*","Promoter",19,5482840,5488336,5497,2,"71711","uc008gdn.2",438,"ENSMUSG00000024906","Mus81","MUS81 structure-specific endonuclease subunit"
"chr19",5490540,5491328,789,"*","Promoter",19,5490455,5494031,3577,1,"12631","uc008gdq.2",85,"ENSMUSG00000056201","Cfl1","cofilin 1, non-muscle"
"chr19",5601810,5602307,498,"*","Promoter",19,5601873,5602959,1087,1,"68209","uc008gdx.1",0,"ENSMUSG00000024925","Rnaseh2c","ribonuclease H2, subunit C"
"chr19",5636878,5637635,758,"*","Promoter",19,5637490,5648130,10641,1,"19697","uc008gee.1",0,"ENSMUSG00000024927","Rela","v-rel reticuloendotheliosis viral oncogene homolog A (avian)"
"chr19",5802962,5803513,552,"*","Promoter",19,5795690,5802671,6982,2,"72289","uc008gfj.2",-291,"ENSMUSG00000092341","Malat1","metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)"
"chr19",6127936,6128361,426,"*","Promoter",19,6119404,6128215,8812,2,"69024","uc008ghm.1",0,"ENSMUSG00000024787","Snx15","sorting nexin 15"
"chr19",6276139,6276718,580,"*","Promoter",19,6276896,6300096,23201,1,"13660","uc008ghz.1",-178,"ENSMUSG00000024772","Ehd1","EH-domain containing 1"
"chr19",8787851,8788731,881,"*","Promoter",19,8781372,8788387,7016,2,"17254","uc012bib.1",0,"ENSMUSG00000010095","Slc3a2","solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2"
"chr19",8848990,8849698,709,"*","Promoter",19,8848975,8851452,2478,1,"100039957","uc008gmw.2",15,"ENSMUSG00000003680","Gm2518","interferon induced transmembrane protein 2 pseudogene"
"chr19",8911511,8912429,919,"*","Promoter",19,8911957,8923173,11217,1,"14705","uc008gni.2",0,"ENSMUSG00000071657","Bscl2","Berardinelli-Seip congenital lipodystrophy 2 (seipin)"
"chr19",10531033,10531711,679,"*","Promoter",19,10530579,10531937,1359,2,"278795","uc012bio.1",226,"ENSMUSG00000090291","Lrrc10b","leucine rich repeat containing 10B"
"chr19",10956015,10956665,651,"*","Promoter",19,10945152,10956233,11082,2,"68539","uc008gre.1",0,"ENSMUSG00000034659","Tmem109","transmembrane protein 109"
"chr19",12670336,12671090,755,"*","Promoter",19,12660358,12671056,10699,2,"74333","uc012bjb.1",0,"ENSMUSG00000086213","A330040F15Rik","RIKEN cDNA A330040F15 gene"
"chr19",29038803,29039438,636,"*","Promoter",19,28997554,29038644,41091,2,"381218","uc008hcq.1",-159,"ENSMUSG00000064202","Spata6l","spermatogenesis associated 6 like"
"chr19",30104263,30105247,985,"*","Promoter",19,30105003,30131886,26884,1,"109113","uc008hef.1",0,"ENSMUSG00000024817","Uhrf2","ubiquitin-like, containing PHD and RING finger domains 2"
"chr19",31738165,31738913,749,"*","Promoter",19,30642041,31738860,1096820,2,"19091","uc008heo.1",0,"ENSMUSG00000052920","Prkg1","protein kinase, cGMP-dependent, type I"
"chr19",33465973,33467001,1029,"*","Promoter",19,33212235,33466785,254551,2,"67795","uc008hft.2",0,"ENSMUSG00000071573","Rnls","renalase, FAD-dependent amine oxidase"
"chr19",34267004,34267300,297,"*","Promoter",19,34266993,34314818,47826,1,"76630","uc008hgd.1",11,"ENSMUSG00000024776","Stambpl1","STAM binding protein like 1"
"chr19",41904855,41905586,732,"*","Promoter",19,41904460,41907073,2614,1,"14296","uc008hmi.2",395,"ENSMUSG00000067199","Frat1","frequently rearranged in advanced T cell lymphomas"
"chr19",43827228,43827748,521,"*","Promoter",19,43807744,43827490,19747,2,"226139","uc008hot.2",0,"ENSMUSG00000040018","Cox15","cytochrome c oxidase assembly protein 15"
"chr19",46412444,46412730,287,"*","Promoter",19,46412803,46413076,274,2,"67116","uc008htj.2",346,"ENSMUSG00000036748","Cuedc2","CUE domain containing 2"
"chr19",46764204,46764653,450,"*","Promoter",19,46764396,46777872,13477,1,"66439","uc008hub.1",0,"ENSMUSG00000062376","Borcs7","BLOC-1 related complex subunit 7"
"chr19",47929444,47929941,498,"*","Promoter",19,47929479,47939278,9800,1,"14873","uc008hvq.1",0,"ENSMUSG00000025068","Gsto1","glutathione S-transferase omega 1"
"chr19",57434865,57435308,444,"*","Promoter",19,57435499,57464084,28586,1,"226252","uc008iac.2",-191,"ENSMUSG00000033478","Fhip2a","FHF complex subunit HOOK interacting protein 2A"
"chr19",59102636,59102899,264,"*","Promoter",19,59047848,59102843,54996,2,"71653","uc008ibc.1",0,"ENSMUSG00000041362","Shtn1","shootin 1"
"chr2",3249168,3249916,749,"*","Promoter",2,3246221,3249900,3680,2,"227522","uc008ids.2",0,"ENSMUSG00000049950","Rpp38","ribonuclease P/MRP 38 subunit"
"chr2",3430290,3430762,473,"*","Promoter",2,3430337,3443648,13312,1,"227526","uc008iej.1",0,"ENSMUSG00000039496","Cdnf","cerebral dopamine neurotrophic factor"
"chr2",10001750,10002099,350,"*","Promoter",2,9977659,10002137,24479,2,"11949","uc008ihm.2",38,"ENSMUSG00000025781","Atp5c1","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
"chr2",13496102,13496490,389,"*","Promoter",2,13495938,13504453,8516,1,"22352","uc008ikb.2",164,"ENSMUSG00000026728","Vim","vimentin"
"chr2",25258586,25259188,603,"*","Promoter",2,25258603,25265014,6412,1,"18146","uc008irx.1",0,"ENSMUSG00000015094","Npdc1","neural proliferation, differentiation and control 1"
"chr2",25356297,25357135,839,"*","Promoter",2,25356298,25360990,4693,1,"30839","uc008isj.1",0,"ENSMUSG00000015095","Fbxw5","F-box and WD-40 domain protein 5"
"chr2",25413176,25413487,312,"*","Promoter",2,25413420,25417602,4183,1,"59022","uc008isn.1",0,"ENSMUSG00000015092","Edf1","endothelial differentiation-related factor 1"
"chr2",25562310,25563059,750,"*","Promoter",2,25562399,25563239,841,1,"107771","uc008itg.1",0,"ENSMUSG00000049086","Bmyc","brain expressed myelocytomatosis oncogene"
"chr2",26484088,26484962,875,"*","Promoter",2,26484022,26492017,7996,1,"56279","uc008ivx.2",66,"ENSMUSG00000036186","Dipk1b","divergent protein kinase domain 1B"
"chr2",26997559,26997999,441,"*","Promoter",2,26965899,26997997,32099,2,"109349","uc008ixc.2",0,"ENSMUSG00000009216","Fam163b","family with sequence similarity 163, member B"
"chr2",28323394,28323949,556,"*","Promoter",2,28323481,28326687,3207,1,"118451","uc008iyg.1",0,"ENSMUSG00000035772","Mrps2","mitochondrial ribosomal protein S2"
"chr2",28980537,28980929,393,"*","Promoter",2,28980512,29037991,57480,1,"269254","uc008izm.1",25,"ENSMUSG00000043535","Setx","senataxin"
"chr2",30027263,30027681,419,"*","Promoter",2,30027044,30029589,2546,1,"13804","uc008jbk.1",219,"ENSMUSG00000015337","Endog","endonuclease G"
"chr2",30450049,30450430,382,"*","Promoter",2,30450564,30464465,13902,1,"78617","uc008jcp.1",-134,"ENSMUSG00000047363","Cstad","CSA-conditional, T cell activation-dependent protein"
"chr2",31427779,31428278,500,"*","Promoter",2,31428245,31473039,44795,1,"320267","uc008jdw.2",0,"ENSMUSG00000026843","Fubp3","far upstream element (FUSE) binding protein 3"
"chr2",32816821,32818040,1220,"*","Promoter",2,32817232,32819565,2334,1,"269261","uc008jhe.2",0,"ENSMUSG00000038900","Rpl12","ribosomal protein L12"
"chr2",34726556,34727107,552,"*","Promoter",2,34707609,34726482,18874,2,"66998","uc012bui.1",-74,"ENSMUSG00000026869","Psmd5","proteasome (prosome, macropain) 26S subunit, non-ATPase, 5"
"chr2",51790103,51790643,541,"*","Promoter",2,51779969,51790164,10196,2,"71684","uc012bvi.1",0,"ENSMUSG00000036249","Rbm43","RNA binding motif protein 43"
"chr2",52600970,52601915,946,"*","Promoter",2,52547725,52601183,53459,2,"56324","uc008jre.1",0,"ENSMUSG00000055371","Stam2","signal transducing adaptor molecule (SH3 domain and ITAM motif) 2"
"chr2",52717007,52717729,723,"*","Promoter",2,52716902,52993236,276335,1,"71409","uc008jrh.1",105,"ENSMUSG00000036053","Fmnl2","formin-like 2"
"chr2",57090462,57090827,366,"*","Promoter",2,57090793,57223130,132338,1,"14571","uc008jsc.2",0,"ENSMUSG00000026827","Gpd2","glycerol phosphate dehydrogenase 2, mitochondrial"
"chr2",61431010,61431585,576,"*","Promoter",2,61431154,61489856,58703,1,"21353","uc008jux.2",0,"ENSMUSG00000064289","Tank","TRAF family member-associated Nf-kappa B activator"
"chr2",63021901,63022336,436,"*","Promoter",2,62541003,63022344,481342,2,"170738","uc008jvq.1",8,"ENSMUSG00000059742","Kcnh7","potassium voltage-gated channel, subfamily H (eag-related), member 7"
"chr2",69484942,69485554,613,"*","Promoter",2,69485312,69505626,20315,1,"72569","uc008jyf.1",0,"ENSMUSG00000063145","Bbs5","Bardet-Biedl syndrome 5 (human)"
"chr2",71711758,71712093,336,"*","Promoter",2,71711329,71741915,30587,1,"228026","uc008kbk.2",429,"ENSMUSG00000006494","Pdk1","pyruvate dehydrogenase kinase, isoenzyme 1"
"chr2",75819503,75819942,440,"*","Promoter",2,75814229,75820024,5796,2,"78802","uc008kew.2",82,"ENSMUSG00000075271","Ttc30a1","tetratricopeptide repeat domain 30A1"
"chr2",79095503,79096088,586,"*","Promoter",2,79095583,79098009,2427,1,"16401","uc008kgo.1",0,"ENSMUSG00000027009","Itga4","integrin alpha 4"
"chr2",79475752,79476376,625,"*","Promoter",2,79475582,79513121,37540,1,"70599","uc008kgw.2",170,"ENSMUSG00000027007","Itprid2","ITPR interacting domain containing 2"
"chr2",90757335,90758362,1028,"*","Promoter",2,90750870,90757753,6884,2,"66461","uc008ktu.1",0,"ENSMUSG00000063235","Ptpmt1","protein tyrosine phosphatase, mitochondrial 1"
"chr2",91366651,91366924,274,"*","Promoter",2,91366952,91405328,38377,1,"75786","uc008kwa.1",-28,"ENSMUSG00000040549","Ckap5","cytoskeleton associated protein 5"
"chr2",92299399,92300234,836,"*","Promoter",2,92292922,92299951,7030,2,"228368","uc008kyb.1",0,"ENSMUSG00000049922","Slc35c1","solute carrier family 35, member C1"
"chr2",102240298,102240957,660,"*","Promoter",2,102140276,102241057,100782,2,"80985","uc008lhv.1",100,"ENSMUSG00000027189","Trim44","tripartite motif-containing 44"
"chr2",103324906,103325265,360,"*","Promoter",2,103294061,103325310,31250,2,"12359","uc008liw.2",45,"ENSMUSG00000027187","Cat","catalase"
"chr2",106533423,106533852,430,"*","Promoter",2,106533616,106708517,174902,1,"77015","uc008llm.2",0,"ENSMUSG00000016386","Mpped2","metallophosphoesterase domain containing 2"
"chr2",113669115,113669565,451,"*","Promoter",2,113616470,113669248,52779,2,"20394","uc008lpq.1",0,"ENSMUSG00000023236","Scg5","secretogranin V"
"chr2",119697917,119699342,1426,"*","Promoter",2,119698287,119743686,45400,1,"29808","uc008lur.1",0,"ENSMUSG00000033943","Mga","MAX gene associated"
"chr2",119798140,119798431,292,"*","Promoter",2,119798435,119853139,54705,1,"26390","uc008luw.2",-4,"ENSMUSG00000033902","Mapkbp1","mitogen-activated protein kinase binding protein 1"
"chr2",120965688,120966396,709,"*","Promoter",2,120954043,120966114,12072,2,"329504","uc012ccm.1",0,"ENSMUSG00000074890","Lcmt2","leucine carboxyl methyltransferase 2"
"chr2",122436612,122437221,610,"*","Promoter",2,122420209,122437013,16805,2,"67092","uc008maw.2",0,"ENSMUSG00000027199","Gatm","glycine amidinotransferase (L-arginine:glycine amidinotransferase)"
"chr2",125073220,125073714,495,"*","Promoter",2,125073251,125084785,11535,1,"110074","uc008mcl.2",0,"ENSMUSG00000027203","Dut","deoxyuridine triphosphatase"
"chr2",126758644,126759056,413,"*","Promoter",2,126716131,126758971,42841,2,"66552","uc008mej.2",0,"ENSMUSG00000027366","Sppl2a","signal peptide peptidase like 2A"
"chr2",127095301,127095816,516,"*","Promoter",2,127095965,127111441,15477,1,"99138","uc008mfd.2",-149,"ENSMUSG00000027367","Stard7","START domain containing 7"
"chr2",128792732,128793211,480,"*","Promoter",2,128793138,128819866,26729,1,"78751","uc008mha.2",0,"ENSMUSG00000042851","Zc3h6","zinc finger CCCH type containing 6"
"chr2",129023856,129024344,489,"*","Promoter",2,129024509,129026912,2404,1,"20515","uc008mhi.2",-165,"ENSMUSG00000027397","Slc20a1","solute carrier family 20, member 1"
"chr2",130099394,130100045,652,"*","Promoter",2,130100148,130105049,4902,1,"67134","uc008mil.1",-103,"ENSMUSG00000027405","Nop56","NOP56 ribonucleoprotein"
